>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> SPP >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
-0.21822                 -0.38925                  1.70054
-0.23903                 -0.98971                  1.92837
-0.85515                 -0.86462                  0.09793
-0.75788                  0.70429                  0.76912
-0.68278                 -0.52922                  0.05639
0.57703                 -0.65245                  0.75384
0.62732                 -0.60482                  1.76337
1.21339                 -0.60867                  0.67760
-0.33145                 -1.29674                  1.50241
0.11792                 -0.96030                 -0.35713
-0.01519                 -0.84111                  0.17933
-0.09467                 -1.14232                  1.26111
-0.59136                 -0.93288                  1.44221
1.05825                 -0.68928                 -0.63847
-0.24913                  0.39473                  1.78379
-0.04745                 -0.82587                  3.38141
-0.01056                  0.21784                  0.41932
0.10293                  0.36953                  0.76565
-0.73581                 -0.33654                  0.29718
0.39872                 -0.13618                  1.50557
0.02205                 -1.69878                  4.07093
-0.41678                 -1.82478                  1.10571
0.23731                 -0.22778                 -0.77460
-0.30803                 -0.84745                 -0.81110
-0.03703                 -0.22926                  1.60537
0.53288                 -0.37931                  0.90547
0.28181                 -0.61161                  1.87194
0.37867                 -0.66683                  3.33519
0.47325                 -0.76751                  2.70919
0.40399                 -0.67153                  2.18183
0.19286                 -0.63801                  1.05787
-0.01883                 -0.68660                  2.23119
-0.19510                 -0.44701                  2.35704
-0.29509                  0.26703                  0.05826
-0.47761                 -0.24693                  0.71704
0.07525                 -0.64479                  1.49281
-0.05295                 -0.79964                 -0.46448
0.46589                 -0.81920                  0.24561
0.10432                 -1.38738                  2.56164
0.28086                 -0.46123                  0.34319
-0.50354                 -1.40629                  0.51247
-0.92541                 -0.17215                 -0.78449
-0.37547                 -0.10248                  2.17848
-0.11639                 -0.14928                  1.13099
-0.15712                  0.02358                  2.35344
0.05642                  0.86345                  3.98799
-0.02142                 -0.81970                  2.09416
0.69714                 -1.05439                  2.82610
-0.01896                 -0.15667                  5.04638
-0.28279                 -0.65365                  1.91737
-0.47639                 -0.25156                  0.13324
-0.39928                 -0.27518                  2.29151
-0.16749                 -0.04151                  1.42941
0.25886                 -0.19252                  1.58729
-0.02495                 -0.58012                  0.78454
0.02185                 -0.76982                  1.42841
-0.50882                 -0.40888                  1.24562
0.20928                 -0.20425                  0.82187
-0.22646                  0.24210                  1.46028
-0.43132                 -0.41708                  1.29276
-0.26128                  0.04018                  0.86186
0.19234                 -0.37211                  1.54543
-0.19183                 -0.27796                  1.07254
0.31741                 -0.45813                 -0.15689
0.07629                 -0.19672                 -0.00457
1.01607                  0.84590                  2.32872
0.49389                  0.41106                  2.28563
0.22902                 -0.38921                  1.00037
-0.01490                 -0.58131                  0.62735
0.29221                  0.49213                 -0.46763
-0.00951                  0.24516                  2.96057
0.22645                 -0.04898                  1.33389
0.28479                 -0.01043                  0.92887
-0.17179                  0.31561                 -0.42541
-0.07768                  0.10393                  0.88318
0.19175                 -0.23012                 -0.27212
-0.54231                 -0.18303                 -1.90517
-0.12787                  0.07388                  0.06026
0.68594                  0.23350                  1.32959
0.30227                 -0.13471                 -0.72221
-0.05398                  0.36389                  0.35807
0.13450                 -0.18657                  0.04093
0.45631                 -0.47350                  0.60824
0.64352                  0.26206                  1.40071
0.52271                  0.73872                  0.76013
1.24404                  0.40654                  0.27238
0.19895                  0.27440                 -1.13621
-0.04037                 -0.30252                 -0.83853
0.31161                 -0.58156                  0.03486
-0.55990                  0.46383                 -0.35886
0.75669                  0.25372                  0.57315
0.38577                 -0.01168                 -1.20503
0.20967                 -0.15716                 -0.60767
-0.32425                  0.54523                 -1.84467
0.04105                 -0.37490                 -0.14029
-0.22690                 -0.00360                  0.27019
-0.04792                 -0.02067                  0.09473
0.54927                  0.38012                  0.57029
-0.02978                  1.16911                  0.20490
-0.19446                 -1.11054                  0.86643
0.16287                  0.45498                 -1.25430
0.23830                  0.40350                  0.05730
0.46898                  0.59738                  0.63649
0.59893                  0.20921                  1.22351
0.17356                 -0.07940                 -0.52089
0.50353                 -0.62425                 -0.46345
0.49019                 -1.51443                 -2.20409
0.44950                 -0.45958                 -0.25248
0.23667                 -0.77504                 -0.09626
-0.11367                  0.42930                  0.17465
0.07391                  0.41682                 -0.23818
-0.32481                  0.32057                 -0.51431
0.60316                  0.23958                  0.02214
-0.42311                 -0.05691                  0.48188
-0.30822                 -0.16704                 -0.15447
0.02459                  0.37413                 -0.39318
0.84698                 -1.65124                 -0.10384
0.22584                  0.98459                  1.06316
0.55171                  0.94598                  0.10392
0.41744                  0.77052                  0.77510
-0.20128                 -0.59718                 -0.40271
-0.49878                  0.89369                 -0.87895
0.32313                 -0.47602                 -0.42253
0.33539                  0.40630                 -0.31039
-0.08498                 -0.17804                 -0.75634
0.18552                 -0.29594                  0.45544
1.01433                 -0.31028                 -0.67832
0.53434                 -0.03939                 -0.38354
0.16759                 -0.26840                 -0.02865
-0.10686                  1.42984                 -0.55202
0.15313                  0.18427                 -0.11319
0.75312                 -0.09730                  0.55666
0.35833                  0.48433                  0.44361
0.91579                 -0.47448                 -1.23496
0.21920                 -0.38041                  0.91954
0.43385                 -0.81612                  0.98599
-0.02271                  0.48067                  0.11055
0.42836                 -0.31518                  0.99087
0.55433                  1.24162                 -0.14272
0.29948                  0.22250                  0.31381
0.05608                  0.52066                  1.07769
0.55295                  0.37074                 -0.14077
0.24273                  0.85822                  0.07886
0.15981                  0.61749                  1.16639
0.21885                  0.16340                 -0.23938
0.61268                 -0.07019                 -0.09469
0.25770                  0.56748                 -0.73060
-0.14268                  1.05367                  0.20015
-0.93167                  0.82579                  1.00708
-0.22898                 -0.03523                  0.68315
-0.32985                  0.76439                  0.13518
-0.43877                  0.54330                  0.74529
-0.07156                  0.00866                  1.97384
-0.06519                  0.32894                  1.28714
0.62824                  0.37137                 -0.22420
1.18089                 -0.15846                  0.00192
0.13290                 -0.09553                  1.13239
0.06728                  0.91455                  0.32139
0.48517                 -0.31313                  0.30712
-0.25588                  0.59281                  2.04262
0.62936                 -0.05863                 -0.04246
0.08464                  0.45562                  1.60270
0.07529                  0.47027                  2.48164
-0.01432                  0.11399                  2.16430
0.64223                 -0.36818                  0.42570
-0.47566                 -0.00626                 -0.45122
-0.23142                  0.52993                  1.40019
0.33147                 -0.81274                  1.70646
0.08880                  1.19333                  2.20281
0.66037                 -0.82021                  1.35887
-0.12760                  1.69221                  2.97576
0.78056                  0.18670                  0.84319
0.28299                 -0.59186                  2.19004
-0.39354                  1.11444                  1.47950
0.19623                 -0.79844                 -0.06489
-0.50831                  0.06116                  2.68171
0.05993                 -0.05531                  2.91648
0.68422                 -0.81889                  1.28655
0.50703                  0.24722                  2.32323
-0.28244                  1.51223                  1.46701
-0.54856                  0.75019                  3.58454
0.00270                  0.08016                  2.72128
0.54741                  0.66456                  2.41651
-0.02115                  0.96739                  3.61256
-0.33715                  1.87054                  2.56681
-0.14964                  1.62943                  2.61117
-0.27998                  0.77191                  3.00565
0.38056                  0.68226                  0.52173
-0.28830                  0.31248                  1.45279
0.46375                 -0.23302                  1.21226
0.88747                  0.86734                  1.60218
-0.06526                 -0.01652                  0.70613
-0.51022                  0.30085                  1.67542
0.25151                 -0.10189                  2.10800
-0.00841                  0.53805                  1.93376
-0.54170                  0.44149                  0.29951
-0.26492                  0.61458                  0.39314
-0.77842                  0.47480                  3.02574
0.19414                  1.98258                  4.66338
0.98746                  0.09050                  4.06632
0.02833                  0.66741                  3.14380
0.39642                 -0.49570                 -1.15630
-0.76753                  0.77727                  3.38771
0.00382                  1.62079                  4.89127
0.10237                 -0.87500                  2.47834
-0.12685                 -0.48054                  1.23390
0.87380                 -0.29381                  0.98603
0.67085                  1.42792                  0.53972
1.06368                 -0.84859                 -0.50210
-0.40012                  1.24746                  0.73504
-0.36177                  0.74683                  0.94970
-0.04061                 -0.50053                  2.57876
0.25405                 -0.73076                  2.77520
0.21972                 -0.38171                  1.17265
-0.01887                  1.01413                  2.04865
-0.08041                  2.00365                  2.42074
-0.12497                  0.51491                  3.71933
-0.24826                  1.09469                  0.43022
0.18458                  0.29316                  2.69669
-0.53736                  1.31136                  2.56621
0.34019                  1.20210                  0.84444
-0.34437                  0.29343                  1.93831
-0.04359                  1.38874                  4.30394
0.06543                  2.14854                  3.82695
-0.12858                  1.86028                  1.78418
0.16958                  1.40822                  2.55262
0.34975                  0.29508                  0.57751
-0.05272                  1.18793                 -0.07338
0.13230                 -1.38076                  0.68972
-0.04721                 -0.18963                  2.63907
-0.56420                 -1.09043                  2.94635
0.22573                  0.75878                 -0.57750
0.03944                 -0.03630                  1.78981
-0.16351                  1.12017                  3.23787
-0.65063                  3.18098                  2.99064
-0.23225                 -0.10441                  0.45707
0.24571                  0.83935                  0.99777
0.55442                  0.57925                  1.42821
-0.01666                  0.83386                  1.98681
-0.48487                  1.64922                  0.82824
0.73241                  0.70600                  2.95057
0.10606                 -0.05306                  0.82795
-0.13617                  0.75545                  1.31780
-0.09966                  1.81551                  2.68009
0.98230                 -0.27605                  1.07151
1.51783                 -0.37950                  0.66094
-0.35272                 -0.27003                  2.48498
0.18900                 -0.79031                 -1.94922
-0.16479                 -0.47716                  1.42749
0.50757                  0.90699                  3.97101
0.65632                  0.62141                  1.62428
-0.21682                  1.66604                  4.11867
-0.41674                  1.34803                  1.22582
-0.45514                  1.52469                  3.30164
0.02545                  2.10824                  2.61227
0.57688                  1.01692                  1.96219
0.43302                 -0.62177                 -0.85283
-0.04386                 -0.58812                  2.29613
0.21907                 -1.41760                  1.25768
-0.32909                 -0.35477                  0.33929
-0.17653                  0.15654                 -0.77114
0.77633                  0.08551                  1.73834
0.90028                  2.01178                  3.75815
-0.65080                  1.41614                  2.61016
-0.65656                  1.71201                  5.25706
-0.30133                  2.29721                  2.16596
0.62855                  1.70854                  1.37521
0.62951                 -0.92703                 -0.70911
-0.14370                  0.09667                  0.29403
0.27579                  0.37832                 -0.42976
0.09558                  1.41070                  1.45765
0.89380                  0.08239                  2.14061
0.04288                  1.00127                  3.61640
0.01016                  1.11729                  2.15171
0.30096                 -0.40519                  2.40966
0.29525                 -0.48856                  2.29924
-0.14060                  0.28308                  2.12183
0.12110                  1.89515                  3.25303
-0.58241                  1.01574                  1.13809
0.59329                  1.24881                  5.34057
0.66182                  2.29039                  4.03375
-0.12770                  1.23767                  1.49331
0.38133                  1.81286                  2.60526
0.16347                  1.02729                  1.79021
0.08049                  0.24238                  1.84891
0.89390                  1.31222                  3.02021
0.42914                  0.00562                 -1.27874
0.07354                  0.82382                  4.23104
0.41512                  1.54425                  2.73728
-0.18646                  2.07326                  1.28762
1.14206                  0.84604                  2.81264
0.20063                 -0.14420                  3.42138
-0.05390                 -1.10905                 -1.10622
0.58631                  0.56576                 -0.41791
-0.39287                  0.08028                 -0.33396
0.80241                 -1.09912                  0.70448
0.82159                  0.03689                 -0.47780
-0.68416                  0.22121                 -0.52634
0.79986                 -0.33319                  0.46670
0.71843                 -1.76934                  1.27224
0.04136                 -0.78912                 -1.22101
-0.33963                 -0.54048                 -0.17912
0.58850                  0.05662                  0.53043
0.74191                  0.21386                  0.79722
0.94258                  0.76251                  2.19952
0.72174                  0.55266                  0.60637
1.18769                 -0.96390                  2.99634
1.09102                  0.37772                  2.67507
0.76085                  0.02908                  1.09068
1.63382                 -0.51092                  0.41965
1.54574                 -0.06821                 -0.22790
0.39038                  0.87208                  0.16453
0.98865                 -0.24579                  1.44435
0.79264                 -0.55366                  2.12242
1.11855                  0.09320                  2.75557
0.72458                  0.02158                  0.38734
1.00030                  0.14914                  0.84808
0.37936                 -0.27067                  2.25159
0.29504                  0.75503                 -0.66091
0.92528                  0.35442                  0.16555
0.90970                 -0.10630                  1.42278
0.94030                 -0.83166                  1.42629
0.96521                 -0.58797                  0.53642
1.20263                 -0.32016                 -0.81301
1.80003                  0.69015                  0.37686
0.86253                 -0.44968                 -0.00670
1.16905                  0.04107                  1.47421
0.81438                 -0.19055                 -0.16632
0.80093                  0.27890                 -0.91347
0.90985                 -0.39727                 -0.39568
1.55742                  0.09841                  1.38976
0.90897                  0.18645                  0.13702
0.65856                 -0.71505                 -0.86942
0.88205                 -0.45923                  0.95464
1.06459                 -0.77125                  1.47284
0.27342                 -0.76455                  0.11445
0.69734                 -0.45868                  0.90048
0.47495                 -0.33942                 -0.01848
1.10608                  0.65913                  1.79718
1.55203                 -0.65287                 -1.20517
0.29077                  0.10504                  2.02051
1.00873                  0.75584                  1.72445
0.68916                 -1.13325                  1.04358
0.42659                 -0.44594                  0.70975
0.64853                 -0.04295                 -0.02819
0.74695                 -0.41821                  2.24587
1.07079                 -0.41636                  2.72320
0.53881                  0.47098                  1.46179
0.31607                 -1.22242                  0.87816
1.48460                  0.24384                  0.46742
1.16066                 -0.77684                  1.22498
1.25378                 -0.52673                 -0.60031
0.96786                 -0.27671                 -0.95010
1.34663                 -0.58685                  2.01242
1.06154                 -0.89954                  1.20158
0.82459                 -0.68018                  2.08235
0.91525                 -0.64174                  0.94925
1.06801                 -0.38942                  2.27080
0.78776                  0.46935                  0.72468
0.69969                  0.28479                  1.17568
0.74169                  0.30427                  0.15063
0.77129                 -0.37282                  1.43825
0.01420                 -0.30250                 -0.53754
-0.31272                 -0.22153                 -0.29897
0.99335                 -0.51317                  0.80564
1.05058                  0.25453                  1.36899
0.85966                  0.44331                  0.16919
1.17021                  0.11067                  1.15708
-0.24854                  0.23394                 -0.50144
1.02850                 -0.58637                 -0.37874
1.19305                 -0.34548                  0.39721
1.36120                 -0.47826                  0.00553
1.23608                 -1.11308                  0.77046
0.28910                 -0.26313                  0.55336
0.70398                 -0.46789                  0.87642
0.29575                  0.05666                 -0.18949
0.29173                 -0.18447                  0.83560
1.11840                 -0.57733                  0.36686
1.03878                 -1.05353                  0.10327
0.79120                 -0.53404                  1.53437
0.99494                 -0.87055                  0.35597
0.74740                 -0.60225                  2.56074
0.92046                  0.15821                 -0.09545
1.08407                 -0.58659                  0.98188
0.67258                 -1.14661                  1.33498
1.18346                 -1.15990                 -1.97547
1.28090                 -1.11300                 -1.08854
0.97088                 -0.06941                  1.95008
1.52362                 -1.08059                  1.43013
1.28389                 -0.57451                  1.23911
0.57383                 -1.15270                  1.84225
1.06901                 -0.99576                  2.39409
1.27922                 -0.03145                  0.00319
0.43177                 -0.56973                 -1.01648
0.72875                 -1.14166                  0.57877
1.12117                 -1.33890                  1.04496
1.53640                 -0.80886                  0.48879
1.26672                 -1.34917                  2.28159
1.00015                 -0.19124                  3.17921
0.56884                 -0.36834                  0.31150
1.41941                  0.44244                  0.60964
1.15066                 -1.03987                  1.77727
0.47195                 -0.58969                 -1.15476
0.50923                 -1.13270                  1.17320
1.17732                 -0.70825                  1.14057
1.73660                  0.11149                  1.77035
0.37471                  0.07738                 -0.00724
0.76188                 -0.23201                  0.82939
1.58685                 -1.01028                  3.22234
1.26703                 -0.58255                 -0.74191
0.40318                 -0.86044                 -0.44912
0.52657                 -0.43717                 -0.21356
0.62370                 -0.19939                 -1.87239
1.57117                 -2.43557                  0.92454
1.16406                 -0.15590                 -0.76037
0.62819                 -0.13805                  1.60184
0.12220                  1.07526                  2.25573
0.70293                 -0.11317                  3.28024
0.61749                 -0.55254                  1.19198
1.17909                 -0.70400                 -0.69004
1.28609                 -1.49518                  1.95641
1.35966                 -0.03851                  1.29670
1.32322                  0.00788                  0.90994
0.42547                 -1.41656                 -0.48654
0.09324                 -1.60809                  0.90056
0.70734                 -0.46878                  1.96994
0.64255                  0.13964                 -0.00462
1.40339                 -0.70752                 -0.30690
0.79632                 -0.66990                 -2.15266
1.23959                 -0.28088                  0.82065
0.73014                 -0.06984                 -0.65296
1.19933                 -1.11968                  0.40762
-0.00433                 -0.76250                  1.30191
0.79878                 -0.48260                  1.80706
0.60116                 -1.06264                 -0.24200
1.26935                 -1.10717                  0.54789
0.01438                 -0.71044                  1.09635
1.49154                 -2.64089                  1.98106
1.09770                 -1.05362                  0.75955
1.07721                 -0.34240                  0.90998
1.24218                 -1.25614                 -0.86394
1.01928                 -0.00182                 -0.45872
0.80461                  0.25205                  1.53889
2.03596                 -0.82714                 -1.61089
1.52176                 -0.55627                 -0.81220
1.55843                 -0.41077                  0.96823
0.68587                 -0.13849                 -0.14938
2.03651                 -1.54548                 -0.37403
1.15915                  0.05228                 -0.61772
1.83384                 -1.14926                  0.47797
1.15169                 -1.08978                 -0.30801
0.68066                 -0.89454                  0.69853
1.44744                 -1.71497                 -0.33434
0.56659                 -0.55982                  0.67777
1.62883                 -0.98023                 -1.08164
1.57270                 -1.43280                 -1.08153
1.88055                 -1.66331                 -1.45809
0.53501                 -1.04174                 -0.47143
1.23738                 -1.03486                 -1.79196
1.80216                 -3.15926                 -1.57336
1.06798                 -1.00967                 -0.71431
1.42090                 -0.66396                 -1.12863
0.85219                  0.15257                 -2.40759
1.43102                 -0.35401                 -1.95089
0.77991                 -1.17667                  1.43074
2.06015                 -2.22520                 -1.40397
1.51288                 -1.30530                 -1.53056
0.72911                 -0.66703                 -2.07498
1.36198                 -1.44104                 -0.66602
0.15702                 -0.44693                  0.56811
0.99295                 -0.54714                 -3.47910
1.23945                 -1.77831                 -1.78342
1.89191                 -1.11219                 -2.77787
1.23050                 -0.47618                 -2.09660
1.85209                 -1.27754                 -2.09988
1.61396                 -0.55346                 -0.28375
0.83974                 -1.04035                 -0.62855
1.28853                 -0.61388                 -1.22890
1.86529                 -1.14847                 -2.06611
1.49288                 -1.66862                 -0.75989
1.25851                 -1.12897                 -2.04013
1.31749                 -2.57826                 -3.19402
2.28430                 -1.80176                 -1.33483
0.79591                 -1.07366                 -2.84168
1.61132                 -1.81413                 -1.33756
1.85265                 -2.12710                 -2.00364
1.38343                 -0.96541                 -2.24946
1.04690                 -0.96856                  0.33345
1.95289                 -0.25303                 -0.42903
1.20340                 -1.28459                 -0.74416
0.38702                  0.09257                 -1.87970
1.14429                 -1.26237                 -0.51472
0.88934                 -0.90665                 -0.24338
1.13069                  0.19604                 -1.97275
1.61873                 -1.52150                  0.02458
0.69650                 -0.21526                 -1.20968
1.81513                 -1.39350                 -1.55682
1.08098                 -2.58543                 -1.43262
1.08746                 -0.98341                 -3.09746
1.47655                 -1.98884                 -1.40183
1.23827                 -1.87542                 -0.64037
2.10184                 -1.45000                 -1.75903
1.22309                 -1.37375                 -3.34702
1.68875                 -1.22047                 -1.32112
0.61858                 -0.60189                 -1.96324
1.24147                 -0.22527                 -1.75357
0.22486                 -1.22041                 -0.68792
1.17539                 -0.03671                 -0.18614
1.84146                 -1.83147                 -0.73900
1.73024                 -0.31315                  0.02677
1.42960                 -0.93807                 -2.02665
0.96964                 -2.55570                 -0.47704
0.39953                 -2.43239                 -0.61202
1.48569                 -0.87092                 -1.23120
1.22995                 -0.45455                 -1.24518
1.00233                 -0.80989                 -1.90368
1.05381                 -1.84469                 -1.43362
0.98263                 -0.40557                 -0.65717
1.43212                 -2.14581                 -3.72200
1.81893                 -0.49098                 -1.23336
1.64365                 -0.32848                 -1.87922
1.42610                 -1.23637                 -0.88323
1.20090                 -1.35129                 -2.38718
1.04971                 -0.58635                 -0.91457
1.49072                 -0.76128                 -0.46649
1.88217                 -0.75275                 -1.53988
1.06848                 -1.06624                 -2.14440
0.98364                 -0.92679                 -0.65847
0.75348                 -1.38322                 -1.05608
1.20090                 -1.90272                 -1.77838
1.62727                 -1.31928                 -0.98388
1.36934                 -0.72102                 -0.62035
1.53640                 -0.57330                 -1.43636
1.10498                 -0.80484                 -0.15229
1.37104                 -1.18104                 -3.00789
1.97717                 -2.15761                 -1.76614
0.77131                 -0.16418                 -1.60986
0.75334                 -0.32557                 -0.95055
0.88926                 -1.72340                  1.10493
0.91406                 -1.45966                 -0.50648
0.62812                  0.39241                 -0.82650
1.68537                 -0.69423                 -0.90153
0.46477                 -0.69875                 -1.84648
1.44414                 -0.89832                 -0.26840
0.67693                 -0.84452                 -2.43232
1.48203                 -1.35221                 -0.74026
1.56683                 -1.06139                 -1.84109
2.21166                  1.15424                 -1.95426
1.14607                 -0.36162                 -1.80170
0.36955                 -1.01974                 -1.30187
1.66743                 -1.40804                 -2.00300
0.80878                 -0.47302                 -0.81586
1.95616                 -0.62861                 -1.67338
1.47766                 -2.03446                 -0.07303
1.45668                 -0.93953                 -2.69718
1.21898                 -0.59205                 -1.36130
1.88440                 -1.07725                 -1.24653
1.42685                 -1.50771                 -1.20187
1.48411                 -1.05918                 -2.35010
0.88976                 -1.43414                 -1.87689
0.48933                  0.59763                  0.25337
1.76999                 -0.73379                 -2.75536
1.40030                 -1.24041                 -2.00926
1.03919                 -2.18829                 -3.20071
1.31225                 -0.67210                 -1.29509
1.13400                 -1.33801                 -2.25794
0.81583                 -0.62150                 -4.05782
1.57125                 -0.94167                 -3.70325
1.98339                  0.09396                 -3.00746
1.54215                 -0.28859                 -1.36592
1.01222                 -2.53494                 -1.58030
1.68976                 -1.37215                 -1.23315
1.71979                 -0.18154                 -0.67101
2.05147                  0.82180                 -2.76565
1.64925                  0.46528                 -1.08837
1.43432                 -0.81209                  0.14710
1.26637                 -1.62918                  0.53797
0.64283                 -2.51992                  1.22100
0.98799                 -0.36614                 -2.19842
0.75445                 -2.10727                  1.63716
0.80902                 -1.22836                 -0.19251
1.36633                 -1.24602                  0.21728
0.08335                 -1.76067                  0.94608
0.85429                 -0.93305                 -0.20142
0.32904                 -1.84718                  0.77276
1.89230                 -0.76843                 -0.61626
1.52673                  0.40243                 -1.73348
1.03326                 -1.44702                  1.42695
0.51097                 -1.75993                  3.16997
1.38119                 -0.40841                 -0.02405
1.67781                 -2.12654                  0.48918
0.41765                 -1.47691                  0.70121
0.98198                 -1.51016                 -0.68636
0.07661                 -2.52137                  1.92216
0.29283                 -1.61821                  1.18022
0.00282                 -1.89518                  0.82697
0.47671                 -1.24923                 -0.49402
1.03431                 -1.70860                 -0.24101
0.95890                 -2.01708                  1.15139
1.90053                  0.92807                 -3.40300
0.75627                 -1.79040                 -0.45561
1.67164                 -1.50468                 -1.62386
0.96166                 -1.09299                  1.42931
1.12590                 -0.85651                  0.59591
1.00167                 -2.04314                  1.73796
1.43739                 -1.20060                  0.50184
1.21080                 -1.33834                  0.06818
1.34602                  0.19652                 -3.60642
1.86499                  0.92455                 -4.37658
0.99742                 -1.20670                 -4.02112
1.76323                  0.51816                 -1.65030
2.25282                  0.27848                 -0.98765
1.16469                 -0.36506                 -2.11931
1.18715                 -0.48932                 -1.63361
0.80671                 -1.02426                 -2.12597
2.19505                  0.51368                 -3.21387
1.78128                  1.12790                 -3.68603
0.64823                 -1.22131                 -1.88175
1.40184                  1.18954                 -2.63865
1.17971                 -0.80582                 -1.33749
1.98196                  0.08275                 -2.35135
1.28472                  0.17197                 -3.88822
1.29469                  1.64670                 -2.95812
2.18036                  2.31842                 -5.36038
0.40889                 -0.30226                  0.30221
2.09361                  2.05370                 -6.74981
0.56958                  1.51250                 -2.98913
1.69540                  0.06629                 -1.99001
2.18577                  0.43814                 -3.82838
1.74085                  0.79260                 -4.38464
1.16233                 -0.01024                 -3.46987
1.75178                  0.66587                 -2.01460
1.34084                 -0.44734                 -2.65144
1.76707                  0.82854                 -1.89939
1.36143                 -0.21929                 -3.47053
1.31614                  1.36829                 -4.11627
1.16878                  0.97845                 -0.64739
1.03606                  0.86168                 -4.07569
1.56599                  0.31042                 -3.07402
0.22803                 -1.21820                 -2.72706
0.93769                 -0.87562                 -1.67266
2.20551                  3.26647                 -6.37517
1.39610                 -0.01184                 -1.20126
1.39718                  0.91995                 -4.30904
1.31253                  0.36190                 -2.59609
1.73415                 -0.03889                 -1.13202
1.38522                  1.28056                 -3.29691
1.58502                 -0.36397                 -2.34594
1.52808                  1.72051                 -2.10422
1.95975                  1.08075                 -1.90731
1.46498                 -0.55353                 -1.62530
1.54200                  0.15372                 -3.17636
0.72883                  0.36579                 -3.57897
0.95253                 -0.39389                 -3.17653
0.68420                  0.55977                 -1.01291
1.15816                  0.83549                 -3.50066
1.09626                 -0.21280                 -2.52841
0.92205                 -0.69298                 -3.34633
1.17466                  0.58305                 -2.30744
1.57969                  0.80267                 -2.96477
1.22133                 -0.04991                 -2.81164
1.71893                  1.63235                 -2.40429
1.60014                  1.19408                 -1.03693
0.77379                  0.38463                 -4.28359
1.28964                  0.08941                 -1.28033
1.28766                 -0.29623                 -3.43631
1.93770                  0.34150                 -2.61917
0.43143                  0.17056                 -4.48018
1.52824                  1.40338                 -2.16958
1.71994                  1.16897                 -3.58095
0.95616                 -0.13108                 -3.91653
0.69560                  1.26023                 -5.11498
0.47507                 -0.88587                 -4.25637
1.17212                  0.70042                 -4.64919
1.10380                  1.15548                 -4.82498
1.13237                  1.84295                 -4.50922
0.90313                  0.08717                 -4.77295
0.51186                  1.01216                 -3.78084
0.65951                 -0.60752                 -4.73357
1.20356                  0.83083                 -5.53835
1.16371                  0.67327                 -2.89130
0.81410                  1.40784                 -2.95799
0.93761                  1.29953                 -3.92122
0.68231                 -0.03359                 -5.85617
0.45474                  0.87948                 -4.91925
1.13096                  1.64819                 -4.90272
1.03919                  2.03538                 -4.87990
0.16025                  0.91976                 -4.01224
0.89125                 -0.41092                 -4.32586
1.08444                  1.41908                 -4.84610
1.20162                  0.53262                 -5.07884
0.54953                  0.09117                 -4.00915
