>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> SPP >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
0.34059                  0.00985                 -1.14304
-0.07602                 -0.86618                 -3.53741
-0.32133                 -0.31548                 -1.24680
0.34346                  0.72315                 -3.19485
-1.78957                 -0.44523                 -3.35897
-0.31582                 -0.61691                 -2.13760
-0.27509                  0.10701                 -2.43323
0.66316                  0.05294                 -1.42018
-0.54919                  0.02255                 -0.52415
1.12333                 -0.58687                 -1.93593
-0.57297                 -0.81950                 -0.99220
0.64448                 -0.47396                 -2.08015
-0.34259                 -0.44256                 -2.40727
-0.13710                 -0.53890                 -2.17337
-0.01154                  0.20305                  0.10312
0.92126                 -1.87609                 -2.16099
0.91716                 -0.07558                  0.00015
0.61677                  0.08510                  0.72316
0.18649                 -0.17296                 -1.57839
0.34237                 -0.61356                  2.09671
0.63042                  0.49035                 -2.98450
-0.09474                 -0.35176                 -1.02099
-0.73673                  0.41256                 -0.80641
0.57267                 -0.05429                 -3.37502
0.20698                 -0.47702                 -1.58913
-0.31417                  0.91880                 -1.75637
0.01696                 -0.28702                 -1.74412
-0.79283                  0.30427                 -1.36264
-0.19079                  0.01032                 -1.78830
-0.34612                  0.31374                 -0.93906
-0.52130                  0.08289                  0.81811
-0.88250                 -0.31595                 -2.12695
-1.42000                  1.18022                  1.04009
-0.69847                 -0.02253                 -1.32713
-0.17035                 -0.00256                 -0.74139
-0.67368                 -0.37023                 -0.46242
0.00598                  0.09940                 -0.13490
0.24440                 -0.03827                 -2.84959
0.51464                  0.51700                 -0.32182
-0.18950                  0.41540                 -0.43429
-0.25340                  0.51833                 -1.57453
-0.30150                  0.34135                  0.39243
0.63527                  0.14938                 -3.27344
0.25692                  0.43846                 -0.03606
0.67763                  0.07581                  0.10471
0.18231                  0.29207                 -1.52216
-0.47876                  0.00817                 -0.23320
-0.73254                 -0.20043                 -0.95788
-0.02915                  0.24721                 -2.57325
0.11154                  0.44027                 -1.04901
-0.32453                  0.27034                 -0.21477
-0.77519                 -0.79888                 -1.83780
0.05874                 -0.20645                 -2.22912
-0.87597                  0.17505                 -0.36408
0.02574                  1.19033                  0.16721
-0.19074                  0.60550                  0.72209
-0.81110                  1.07589                  0.17627
0.09170                  0.43628                  0.08873
-0.23063                  1.06762                 -0.24861
0.20353                  1.31221                 -0.74407
0.26145                 -0.16104                 -2.05104
-0.51460                  0.27173                 -1.44562
0.95083                 -0.43798                 -0.20128
0.76114                  1.69016                 -1.36444
0.26888                  0.85072                 -1.42617
-0.00601                  1.59142                 -0.45125
0.35030                  0.61502                 -3.05633
0.10651                  0.87400                  0.32845
-0.82975                  1.93625                  0.60564
0.48183                  1.30743                 -1.64332
-0.09385                  1.06453                 -1.05290
0.74421                  1.50755                 -0.45224
-0.37261                  0.24764                  0.01697
-0.05724                  1.08419                  0.71971
0.15547                  0.03651                 -1.34980
-0.47135                  0.58772                 -2.85377
0.41138                  1.04118                 -0.96056
0.59413                 -0.06237                 -1.08856
-0.35943                 -0.26317                 -1.11737
0.23637                  0.58621                 -1.74910
-0.02427                  0.81963                 -2.76411
0.21337                  0.58042                 -3.64712
0.30410                  1.05140                 -2.65749
0.01145                  0.59158                 -1.72779
-0.14502                 -1.02749                  0.07121
-0.75514                 -0.51101                  1.19621
-0.49935                 -0.20456                 -0.70943
-0.68333                  0.74909                  1.05519
-1.50949                  0.72259                  0.42744
0.23257                 -0.11464                  1.99605
-0.03381                  0.29302                  0.03633
-0.45793                  0.73716                 -0.32777
-0.31513                  0.41401                 -0.36452
-0.32922                  1.35833                 -1.02766
-0.01969                  1.76235                 -1.97555
-1.00382                  0.13433                 -0.00623
0.71641                  0.97014                 -1.79025
-0.29207                  1.90790                 -2.68976
-0.48635                  0.21010                  0.62314
-0.13719                 -0.34078                 -0.35296
0.42118                 -1.18188                  2.19098
0.16694                 -0.15606                 -1.58355
0.43679                 -1.01578                  2.73903
-0.75000                  0.03500                  0.58540
-0.04691                 -0.65727                  2.80615
0.19794                  0.60052                 -1.15969
-0.87445                  0.22658                  2.05810
-0.55161                  0.15014                  0.60457
-0.83468                  0.36233                 -0.27306
-1.35925                  0.47818                  0.24563
-0.56439                  0.55902                  1.79436
0.69451                  1.05474                 -0.09940
-0.70775                  0.57683                 -0.12875
-0.88557                  1.93078                 -1.46119
-1.10196                  0.06822                 -0.95421
0.08675                  0.45208                 -0.42453
0.68202                  0.81607                 -2.07377
-0.31282                  1.11763                 -2.51525
-0.60981                  0.95993                 -1.95209
0.31233                  1.17166                 -1.90319
0.04921                  0.19706                  0.49783
1.07131                  0.35431                 -0.11495
0.28487                  0.46356                  0.84252
0.23334                  1.08129                 -0.15628
0.22032                  0.45781                 -0.37170
-0.69334                  1.40341                 -1.02476
0.22195                  1.78329                 -0.32135
-0.42260                  1.00502                 -1.30251
0.59150                  1.95102                 -2.59040
-0.00008                  0.48042                  0.71321
-0.45489                  2.17066                 -2.84730
-0.81206                  1.27256                 -1.34301
-0.67498                  0.57801                 -0.31357
0.87503                  1.36073                 -1.43972
1.08915                  1.89971                 -2.35670
-0.73926                  0.05243                  1.59597
0.08053                  0.41591                  0.57961
-1.03788                  0.02925                  0.19179
-0.10663                  0.90217                 -1.41271
-0.13875                 -0.27760                  1.71457
1.15663                  0.19658                 -0.88679
0.28337                  0.25245                 -1.14042
0.01251                  0.16283                  0.30537
0.35391                  0.61926                 -1.20177
0.19587                  0.15898                  0.72950
0.30795                  0.56425                  0.05141
0.43078                  1.19304                 -2.79627
0.44443                  0.16761                 -2.14792
2.12427                  1.04752                 -5.16895
0.34762                  1.49013                  1.14873
0.19464                  0.91033                  1.20674
-0.03201                 -0.12741                  1.62531
0.65704                 -0.10555                  0.92774
0.50144                  0.77683                 -1.79466
0.09407                  1.58319                 -0.27972
-0.43910                  0.78750                 -1.11837
-0.89230                  0.03432                  1.71461
-0.42938                  0.86437                  0.32073
-1.25913                  1.34482                 -0.96420
0.20314                  1.01300                  1.05177
0.05185                  0.50905                 -0.21760
-1.88126                  0.11797                  0.64102
-0.12703                  1.10774                  0.80266
-1.15916                  0.31778                  1.74884
-0.85655                 -0.10541                  2.64037
0.12586                  0.45561                  0.75717
-0.65205                  1.20249                  2.19179
-0.63668                  0.60693                  0.49643
0.12141                 -0.22319                 -0.77525
-1.60550                  0.31460                 -0.68910
-0.18695                  1.02451                  0.71213
-1.40518                  0.97493                  1.01467
-0.95636                 -0.41394                  1.31123
-0.46157                  1.03053                 -0.49781
-0.13126                  0.29624                 -1.82166
-0.87172                  0.60632                  2.13075
-0.79904                  1.67781                  0.26222
-0.40224                  0.48366                 -0.02001
-0.64228                 -0.08243                  2.51685
0.66763                  0.43919                  1.04575
-0.22734                  1.08854                  2.26928
-0.96323                 -0.27641                 -0.92084
-0.52431                  0.13131                 -0.25407
-0.27721                  0.63529                  1.16523
-0.23412                 -0.12382                 -1.31357
0.17444                  0.69485                 -0.06134
-0.54482                  0.14967                 -0.85842
-0.41288                  0.72777                  2.11460
-0.03331                  0.98950                  0.52889
-0.56498                  0.85330                 -1.09159
-0.92359                  1.09548                 -0.27140
0.02820                  1.09638                  0.51611
-1.15953                  0.94824                  3.07500
0.19939                  1.17653                  1.48371
-0.63959                  0.79699                 -0.21144
-0.27398                  0.64003                  0.52832
0.92352                  1.04772                 -0.55000
-0.52472                  0.86548                 -1.18659
-0.65579                  0.74774                  0.91765
0.48274                  0.36591                  2.91406
-0.10180                 -0.16112                  2.32144
0.24452                  1.09158                  2.14221
-0.99402                  0.80636                  0.54245
0.37833                  0.31199                  1.15457
-0.14873                  0.84006                  1.85448
0.42560                  0.93385                  0.08564
-0.18851                  1.39594                 -0.95905
0.49953                  0.03247                  2.32577
-0.12005                  0.77040                  1.17112
-0.94120                  0.68852                  2.59250
-0.19147                  0.63316                  3.20473
-0.29852                  1.52005                  1.70483
-1.10542                  1.33598                 -1.86604
-0.63632                  0.69900                 -0.46710
-0.33375                  0.58272                  1.19260
-0.39181                  0.11225                 -0.03062
-0.44486                 -0.11429                 -0.84386
-0.47738                  1.26811                 -0.06029
-0.16157                  0.12182                 -1.06388
-0.82803                  0.36122                  1.35585
0.25966                  0.68350                 -0.23850
0.48525                  1.77866                  1.21846
-1.80080                  0.96785                  2.65919
-0.16465                  1.22486                 -0.14092
-0.10223                  0.93485                  0.18888
-0.38909                  0.43400                  1.27935
-0.25417                  1.21444                  2.90983
-0.15482                  0.26859                 -1.70364
-0.46806                  0.66473                  1.00178
-0.08897                  0.50799                 -0.05056
-0.91556                  0.03863                  0.10251
0.02075                 -0.11145                  0.23017
0.17659                  0.93349                 -0.55962
0.17971                 -0.62841                  0.10530
-0.03327                  0.73619                  2.82313
-1.14699                  0.12068                 -0.83560
-0.60531                  0.29744                 -2.81025
-0.63115                  0.70740                  0.16894
0.29688                  0.35151                  0.45585
-0.75641                 -0.63330                  0.98395
-0.15960                 -0.02449                  2.25102
-0.10989                  1.84927                  1.17909
-1.15345                  0.35369                  2.20671
-1.35455                 -0.13136                 -0.24227
-0.89189                  1.06191                  0.49463
-0.73237                  0.29054                 -1.85360
-0.89476                  0.00356                  1.16266
-0.44161                  0.13833                 -0.31655
-0.91586                  0.18198                  1.12829
-0.92508                  0.89197                 -0.20169
-0.84750                  0.42639                 -0.35375
-0.65919                  0.27546                  1.03659
-0.64525                  0.25955                  0.41718
-0.55174                 -0.86357                 -2.17866
-1.07654                  0.54825                 -0.68298
-0.24864                 -0.57497                  1.18943
-1.30399                 -1.24558                 -3.27733
-1.21636                 -0.23566                  1.46056
-0.53009                  0.88547                 -0.29539
-1.02668                  0.04330                  0.24960
-0.50062                 -0.12294                 -1.44212
-0.52382                  1.21494                  0.62583
-0.19544                  0.61729                  1.70928
0.35168                 -0.11084                 -0.73326
-0.65351                  0.16365                  1.58222
-0.78633                 -0.06888                  1.90266
-0.35928                 -1.09708                 -2.63290
-0.60514                  1.23408                 -0.82030
-1.58348                  0.01315                 -1.53271
-0.62411                  1.07640                  0.25932
-1.35041                  0.20798                 -0.43214
-0.73925                  0.03265                 -2.51111
-1.87241                  0.04922                 -0.23088
-0.53190                 -0.67845                 -2.70966
0.05163                 -0.64018                 -1.58820
-0.42709                 -0.26274                 -2.31771
-0.85264                 -0.15688                  1.63892
-1.35281                  0.03966                  0.11635
-0.93754                 -0.17365                 -1.23381
-0.01595                  1.01853                  3.20068
-0.28672                 -1.34739                  0.70917
-0.20085                 -1.57729                 -5.73748
-0.13624                  0.70312                  0.85285
-0.47862                 -1.52595                 -4.67260
0.52756                  0.20870                 -3.07818
-0.16769                  0.08598                  0.35251
0.22082                  0.65007                 -2.41079
-0.02141                  0.70657                 -2.65759
-0.46210                 -0.68497                 -1.92472
0.75070                  0.37737                 -2.83111
0.61066                  2.65792                  0.33357
0.55573                  0.09667                 -2.83188
0.30076                 -0.34019                 -1.00095
-0.11893                 -1.01878                 -2.68591
-0.29626                 -0.59547                 -2.05728
0.80739                 -1.08546                 -4.11106
-0.13413                 -1.19170                 -1.86488
-0.15483                 -1.47227                 -2.22835
-0.25095                 -0.22631                 -1.93647
-0.45668                 -0.79944                 -2.51160
-0.65150                 -1.12052                 -0.00987
-0.69757                  0.50537                  0.62964
-1.05880                 -1.70883                 -1.56090
0.16557                  0.04624                 -2.17707
1.09328                  0.59183                 -2.77937
0.02484                 -0.07503                 -0.82892
1.64393                  0.09784                 -3.37778
0.58059                  0.74830                 -2.30718
-0.06998                  0.87017                 -1.67381
-1.04799                  0.12205                  2.64361
0.87943                 -0.88425                 -2.74970
-0.04290                  0.04451                 -3.11369
-0.76015                  0.73542                 -2.11234
0.23263                 -0.63015                 -1.08686
-0.02301                  1.10796                  0.23542
1.17193                 -0.91690                 -3.38872
0.15144                 -0.25688                 -0.94650
-0.18773                  0.03532                 -0.45023
0.63817                 -0.53778                 -3.79155
-0.40777                  0.52558                 -0.00636
-0.06899                 -0.54312                 -1.50212
-0.33569                  0.66064                 -0.86036
0.30627                 -0.71631                 -3.39544
-0.42898                  0.02984                 -1.32591
0.23701                 -0.73015                 -1.81238
-0.24741                 -0.57081                 -1.42587
1.07355                  0.49492                 -2.35662
0.81381                  0.21690                 -0.29718
-0.10441                 -1.35360                 -1.21336
1.69694                 -1.83030                 -4.41612
0.49742                 -0.68024                 -2.35035
0.24609                 -0.59413                 -3.07629
-0.03328                 -1.62614                 -1.62657
0.61381                 -1.56829                 -3.77381
0.35853                 -1.50360                 -2.02257
-0.26970                 -1.57931                 -0.94130
0.73616                 -0.76397                 -0.84800
0.60852                 -0.80673                 -2.75940
0.03266                 -2.16390                 -2.96755
0.24322                 -2.01769                 -3.54135
0.31975                 -3.54455                 -2.42739
1.18440                 -1.48719                 -1.30253
-0.21324                 -1.24456                 -1.40410
0.50032                 -0.98029                 -2.02595
0.36360                 -1.16448                 -0.90162
1.33815                 -0.86032                 -1.92044
0.46449                 -1.22325                 -2.90062
0.22603                 -1.23783                 -2.45336
0.41851                 -2.07078                 -3.64732
1.30256                 -1.91969                 -4.67577
0.23506                 -1.84017                 -5.01496
0.98682                 -2.36734                 -3.81326
1.00329                 -2.09526                 -3.58888
0.76376                 -1.77801                 -4.04451
0.84709                 -1.36061                 -3.23816
0.98700                 -3.21849                 -3.90463
1.56793                 -2.60454                 -3.74690
-0.15134                 -0.84063                 -0.91459
0.61540                 -1.43724                 -1.12485
0.06035                 -1.65816                 -2.18810
0.11624                 -0.46996                  0.74300
0.54595                 -1.22615                 -1.03076
-0.01686                  0.34310                 -0.86627
0.13776                 -0.39215                 -2.45458
0.43871                 -2.90908                 -4.52844
0.10013                 -2.40755                 -1.32078
0.15140                 -2.50931                 -3.80605
-0.61969                 -1.65392                 -1.51841
1.01610                 -2.62226                 -3.44463
-0.14600                 -1.55700                 -3.52955
-0.44828                 -1.40467                 -3.82136
0.60810                 -1.51053                 -2.49184
0.68564                 -2.05812                 -5.79455
0.80353                 -2.62059                 -5.96299
1.92498                 -2.99772                 -6.88452
-0.02055                 -0.70048                 -4.36639
1.67588                 -4.98959                 -6.77141
0.51072                 -2.31014                 -5.19853
0.34665                 -1.73058                 -3.50383
0.92604                 -2.48017                 -4.59390
0.65427                  0.15962                 -4.00944
0.59310                 -2.00189                 -6.96340
0.00953                  0.65513                 -0.35726
0.02895                 -1.85389                 -4.35505
0.16360                 -1.80455                 -3.56633
-0.28714                 -1.67232                 -3.22361
0.91865                 -3.82062                 -5.82418
0.67668                 -3.26636                 -4.08838
-0.56367                 -1.35729                 -1.39551
0.36815                 -2.81184                 -5.41491
1.32474                 -2.91735                 -7.08368
0.75696                 -1.76152                 -4.48183
0.28372                 -1.87614                 -4.19420
0.26600                 -1.69458                 -4.37628
0.02405                 -1.50199                 -2.90145
-0.00296                 -0.96336                 -2.85494
0.06381                  0.02024                 -1.07569
-0.12984                 -1.02255                 -3.60492
0.90491                 -1.25357                 -5.76514
1.43807                 -2.69036                 -7.34127
1.71852                 -1.99423                 -8.40520
0.65377                 -1.47080                 -3.17453
-0.33889                 -0.78780                 -1.68638
0.94580                 -2.03324                 -6.43632
0.54578                 -1.66922                 -3.38197
0.93106                 -1.25996                 -7.13971
0.61816                 -0.39936                 -4.98994
1.00905                 -2.49402                 -7.18324
0.19446                 -0.08404                 -2.98407
-0.10420                 -2.34612                 -5.47131
-0.02190                  0.04203                 -3.47261
0.01603                 -1.34566                 -3.46273
-1.99710                 -0.91005                  1.64348
-0.12085                 -2.69160                 -4.96752
-0.17261                 -3.34647                 -5.67904
-0.54338                 -0.81829                 -0.22595
-1.35959                 -1.56536                 -0.31964
-1.05857                 -0.88927                 -2.71741
-0.97204                 -1.71154                 -0.84089
-1.28567                 -1.81650                 -2.88208
-0.18505                 -3.21780                 -3.15352
0.02443                 -1.75268                 -4.88117
-0.81292                 -0.63546                 -2.10888
-1.09804                 -2.29699                 -2.28934
0.09687                 -2.15974                 -2.79936
-0.62773                 -1.46407                  1.83701
-0.24792                 -0.80693                 -0.26200
-1.08763                 -1.23136                  0.41890
-1.32044                 -0.34998                  2.84618
-1.83147                 -0.12403                  0.84762
-1.15826                 -1.22365                  0.26696
-1.21024                 -1.55161                 -1.79774
-0.65291                 -0.94219                 -1.32175
-1.53521                 -1.01761                 -1.41195
-0.58965                 -1.53651                 -0.78768
-1.60937                 -1.19740                 -0.18049
-0.40305                 -1.43485                  1.11812
-1.00806                 -0.91782                 -0.73605
-0.46762                 -2.62668                 -2.85334
-0.35508                 -1.72875                 -0.86234
-0.12779                 -1.40737                 -0.93749
-1.02777                 -2.02154                 -0.75204
-0.79910                 -1.94342                 -0.39233
-1.02088                 -1.50303                  1.32911
-0.32448                 -1.26250                  2.26842
-0.40515                 -2.62979                  0.68893
-1.04439                 -1.48553                 -0.08905
-1.85527                 -1.49521                  0.83626
-0.63012                 -1.37948                  0.05159
-1.48974                 -1.27675                 -0.09672
-1.10543                 -2.60109                 -0.26074
-0.73857                 -0.45744                 -2.37981
-0.63366                 -2.20775                  2.64860
-1.30921                 -1.13233                  2.56967
-1.33715                 -1.22960                 -1.75668
-1.04113                 -0.69097                  0.57140
-0.83238                 -0.69425                 -0.58386
-1.27002                 -1.44006                  5.61127
-0.47625                 -0.47490                 -1.10745
-0.99784                 -1.25816                 -0.09646
-1.28816                 -0.34944                 -1.60824
-1.28901                 -1.48808                 -1.32126
-0.08631                 -2.02821                  2.96400
-0.55698                 -1.04191                  2.97966
-0.15677                 -1.48074                  2.72586
-1.20001                 -1.23595                  1.25473
0.05228                 -1.14764                  4.31177
-0.70315                 -1.62939                  3.42476
0.33769                 -2.05323                  2.30111
-0.72645                 -0.98595                  1.81922
-0.96098                 -0.74824                  2.01957
-1.16752                 -1.18910                  1.74695
-0.58546                 -2.52468                  2.06683
-0.78157                 -2.14989                  1.71296
-0.28702                 -0.98511                  1.57017
-0.80562                 -1.49524                  1.99977
-1.05889                 -0.95238                  1.10807
-0.24885                 -1.15684                  4.22246
-0.68486                 -1.66740                  3.02690
-0.13017                 -1.23909                  3.56178
-0.26121                 -0.59092                  2.37666
0.24824                 -1.40914                  1.70452
-0.63127                 -1.88840                  4.78548
-0.23167                 -0.72317                  0.24462
-0.14254                 -1.81456                  3.07042
0.08123                 -1.84363                  1.64697
-0.23109                 -1.18920                  2.25222
0.02285                 -1.79980                  3.54710
-0.52623                 -2.44174                  3.49924
-0.70890                 -0.42755                  1.59495
-0.21288                  0.07509                 -0.03013
-0.69322                 -1.36004                  2.35566
-0.61386                 -0.99574                  1.71073
-0.89935                  0.29089                  2.84352
-0.90742                 -0.91455                  3.58545
-0.58046                 -0.86992                  3.17423
0.74198                 -2.86741                  5.47969
-0.41821                 -2.25929                  4.81572
-0.07553                 -1.59345                  3.69923
0.14039                 -1.21731                  0.94251
0.08836                 -2.79139                  7.16898
-0.47668                 -0.25286                  1.51072
-0.14362                 -1.48726                  5.30722
-0.44657                 -1.68480                  4.23653
-0.10036                 -2.18800                  3.22931
-1.02062                 -0.91363                 -0.22228
-0.48454                 -1.92724                  3.32311
-0.22616                 -1.12488                  2.22241
-0.00133                 -2.57554                  4.29350
-0.13770                 -0.73448                 -0.02082
-1.02644                 -1.64472                  3.77482
-0.04226                 -1.95556                  3.14729
-0.30509                 -1.22732                  2.54900
-0.38679                 -0.38985                  3.21336
-0.70833                 -1.27932                  3.90224
-0.76274                 -1.62323                  3.82865
-0.56756                 -0.77323                  0.66470
-0.01312                 -1.57724                  4.25704
-0.67665                 -2.15502                  5.69489
-0.25990                 -1.76097                  3.80921
-0.89831                 -1.94608                  4.26100
-0.64126                 -1.49368                  3.06745
-0.36933                 -0.85910                  3.08904
-0.36413                 -0.94959                  1.93071
-0.84638                 -0.41216                  2.29576
-0.90099                 -1.32097                  4.27091
-1.07676                 -1.75065                  5.97408
-1.19830                 -1.42440                  3.58667
-0.55642                 -1.38186                  5.65454
-0.82411                 -0.97984                  5.52167
0.04852                 -0.62492                  2.10657
-1.61459                 -0.96449                  3.18585
-0.44942                 -1.58658                  4.04643
-0.98694                 -0.98114                  0.67551
-1.06505                 -1.36231                 -0.53386
-0.73255                 -1.03791                  4.18393
-0.51250                 -1.70568                  2.82283
-0.52992                 -1.78016                  3.25727
-0.74561                 -1.05718                  4.24641
-0.22659                 -1.74391                  1.50629
0.43418                 -1.98085                  4.14306
-0.14072                 -1.87066                  2.22458
-0.44019                 -0.20322                  3.06354
-0.35981                 -1.20687                  1.69379
-0.83037                 -1.08592                  1.33855
0.05428                 -1.66647                  1.69691
0.27501                 -0.83725                  1.16182
-0.09376                 -2.57840                  7.19637
-0.06744                 -0.63187                  0.35151
0.30958                 -2.16880                  3.50376
-0.35354                  0.05953                  0.37221
1.32545                 -2.33662                  3.63669
1.26141                 -0.83831                  2.35027
-0.21643                 -1.06104                  2.33792
-0.53684                 -1.42220                  3.09478
0.08459                 -1.48186                  3.36375
-0.97035                 -1.86188                  3.46898
0.12214                 -1.24926                  3.73078
-0.21506                 -1.16491                  2.75937
-0.91863                 -0.86878                  4.26762
0.51939                 -1.28660                  2.95945
0.05136                 -2.00156                  4.99818
0.12102                 -2.34317                  4.12993
0.68871                  0.23920                  2.57548
0.09785                 -0.80332                  0.73613
-0.35622                 -1.34607                  2.90824
0.08856                 -1.32545                  2.70982
1.58897                  0.15093                 -0.19401
0.61295                  0.04820                  1.50031
0.56385                 -1.86216                  3.21091
0.50261                  0.12364                  1.18427
0.29446                 -0.74062                  1.76067
0.28244                 -1.58694                  5.03634
0.07119                 -0.08369                  1.83230
-0.00074                 -1.30186                  4.99035
-0.71890                 -0.97294                  1.99977
0.39713                 -0.50568                  2.56203
-0.23453                 -2.34557                  4.75046
0.16733                 -0.68243                  2.27924
0.87784                 -0.43862                  0.55544
0.15785                 -1.84658                  1.91565
0.49959                 -1.84452                  3.45925
1.32911                  0.40314                  0.97098
0.70080                 -1.78910                  3.05179
0.77437                 -0.26652                  1.07963
0.56763                 -0.51396                  1.73309
1.16607                 -1.44821                  2.55697
0.80982                 -1.01369                  2.17922
-0.67551                 -0.81836                  0.55867
0.91780                 -0.18664                  1.39264
1.52959                 -2.48618                  3.21919
1.09524                 -1.87013                  0.94744
0.50856                 -2.14904                  2.40985
0.60052                 -1.59424                  3.85285
1.54512                 -1.32896                  2.01429
0.07764                 -1.21784                  1.71804
-0.46162                 -1.20499                 -0.03650
0.55718                 -0.73657                  0.42316
-0.06132                 -2.00161                  2.51558
0.01775                 -0.72899                  1.81969
-0.52038                 -1.52826                  2.73855
0.35333                 -1.19274                  2.28514
0.61743                 -0.49298                  1.86251
0.26259                 -2.62573                  2.99582
0.72740                 -1.31458                  4.54493
0.63268                 -1.57129                  2.18904
0.62292                 -1.77479                  2.19667
0.57630                 -1.28418                  3.78590
0.03842                 -1.84067                  1.77118
-0.01763                 -1.59564                  1.20130
-0.60264                  1.02568                  1.65128
-0.10739                 -0.93056                  3.02922
-0.63829                 -0.80883                  1.96610
0.44222                 -0.93190                  3.21895
-1.37882                  0.92787                 -1.87704
-0.56232                  0.78152                 -0.34930
-0.33924                  1.15570                 -0.63044
-0.83256                  1.02946                  0.11115
-1.10217                  1.74779                 -0.77136
-0.54220                  0.38165                  0.83508
-1.33577                  1.81107                 -0.38434
-1.32262                  0.75261                  0.09023
-0.27327                 -0.13218                  1.55688
0.82937                 -0.57383                  2.73620
-0.11080                  1.01015                  1.06942
-0.18834                  0.82399                 -0.06770
-0.64875                  0.98851                  0.85024
-0.97975                  2.67762                 -0.93563
-0.84979                  1.81077                  0.04466
0.50128                 -0.62796                  4.40487
-0.29019                  0.34141                  0.91296
-1.63961                  1.67900                 -1.53823
-1.13345                  0.69575                 -1.44409
0.48949                 -1.44509                  3.14705
0.04946                 -0.12748                  3.39875
0.23125                 -0.57848                  2.17993
-0.87601                  1.20970                 -0.70297
0.50388                 -0.29179                  1.87170
-0.63407                  1.17999                  1.39997
-0.57501                  0.33943                 -0.49851
-0.76564                  0.31403                 -0.11347
-0.48320                  1.13141                 -0.19087
0.27693                 -0.76655                  0.93281
-0.36997                 -0.08134                  1.60406
-0.13696                  0.03045                  2.55463
-1.60246                  1.28805                  1.51606
-1.31602                  1.28048                  0.84677
-0.27626                  0.26608                  1.81877
0.24332                 -1.32183                  1.19793
-1.37217                  0.38217                 -0.68329
-0.15640                  1.36706                 -0.80451
-0.36849                  0.28762                  3.01552
0.41729                 -1.29084                  1.63914
-1.80814                  1.43237                 -0.23062
-1.41959                  0.96835                 -0.75939
-0.92094                  0.34779                  2.69995
-0.57700                  0.78169                  0.89317
0.67465                 -0.26741                  1.86594
-0.32629                  0.30728                  1.13223
0.90822                 -1.02395                  0.79383
-0.41707                 -0.70239                  0.88327
1.01376                 -1.91917                  3.23848
0.13446                 -1.09045                  1.70720
-0.33953                  0.62107                  0.79409
-0.00083                 -0.50662                  3.53483
-0.19210                  0.72330                  0.15243
-0.77079                  1.39126                 -1.33751
-0.19121                  1.26304                  1.42401
-0.75334                  0.86642                  2.14244
-0.51103                 -0.99220                 -0.93400
-0.29177                  0.12349                 -0.01624
-0.64641                  0.11213                 -0.29425
0.08825                  0.42748                  0.44731
-0.29821                 -0.34905                  1.24234
-0.30122                 -0.14286                  0.35424
-0.54753                  0.05751                  1.82947
-0.07090                 -0.30519                  1.79902
