>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> SPP >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
-1.32435                 -1.67906                  5.94291
-0.67722                 -0.36315                  4.33909
-1.28708                 -2.00043                  4.21994
-0.81064                 -1.28777                  3.39572
-1.26415                 -1.87363                  6.02728
-0.39967                 -0.86600                  3.14414
-0.65004                 -1.49533                  2.83458
-0.66257                 -2.02290                  6.09952
-0.39115                 -0.77563                  3.39256
0.68756                 -0.54799                  0.79408
-0.30341                 -1.75641                  5.04541
-0.18574                 -1.24744                  4.51640
0.25642                 -1.38498                  3.13045
0.19234                 -0.51767                  3.66764
0.74099                 -1.10585                  4.89733
-0.60872                 -0.58365                  2.65174
1.09146                 -1.22260                  0.58208
-0.18277                 -0.89346                  0.92731
-0.70519                 -1.19966                  4.77158
-0.99932                 -1.08391                  3.48783
-1.20235                 -0.04486                  2.73288
-0.16296                 -0.56390                  3.65707
-1.21536                 -0.43744                  2.86868
-0.46626                 -1.19251                  4.87214
-1.30942                 -1.46738                  4.22233
-0.77927                 -1.36655                  3.31255
-0.50004                 -1.72103                  6.36630
-1.17136                 -0.86859                  3.91591
-1.39898                 -1.51363                  4.78360
-0.19704                 -2.03380                  6.81682
-0.66234                 -1.09024                  1.78276
-0.47738                 -1.27592                  0.47640
-0.14929                 -1.46385                  1.55002
0.01643                 -1.14219                  5.12494
-1.19947                 -1.00831                  1.67418
-0.06927                 -1.28439                  4.54956
-0.78677                 -1.07687                  2.67143
0.64360                 -1.03682                  3.58892
-0.00648                 -0.49341                  2.37727
-0.91963                 -0.69455                  4.21908
0.23042                 -1.32652                  4.73788
-0.01340                 -1.30885                  5.37017
-0.11849                 -1.16265                  3.78327
0.11959                 -1.42685                  5.91363
0.08539                 -1.91750                  3.14306
-0.46864                 -2.15327                  5.26153
-0.29527                 -2.71278                  3.97346
-0.22670                 -1.44664                  3.45252
-0.65138                 -2.23755                  6.30522
-0.69727                 -1.94285                  3.46347
-0.36218                 -1.68278                  4.03767
-0.92238                 -0.54876                  3.93631
-1.12643                 -2.06999                  7.14409
0.12434                 -0.25102                  3.67717
0.05998                 -1.22552                  4.30440
0.00926                 -1.77795                  6.99482
0.52446                 -1.39517                  4.43463
-0.43431                 -0.29639                  1.98642
0.48440                 -1.25070                  3.72235
-0.47939                 -1.06249                  3.61661
-0.66580                 -0.52375                  1.19446
-0.63037                 -1.54262                  3.73892
-0.17956                 -0.92447                  6.14684
-0.96543                 -1.12185                  4.88463
0.36065                 -2.26656                  6.48770
-0.20090                 -1.38333                  6.67563
1.04194                 -1.65775                  0.18500
-0.43398                 -0.14541                  4.10793
-0.31829                  0.45411                  4.80352
0.25784                 -0.93198                  3.77850
0.88560                 -1.26728                  1.93220
0.15857                 -1.95683                  4.10704
-0.80404                 -1.65280                  2.74144
1.09553                 -1.36129                  4.78343
0.48663                 -1.54165                  2.35822
-0.00266                 -1.50695                  3.80477
0.65949                 -1.44945                  2.22777
0.21620                 -0.88019                  2.18969
-0.05453                 -1.43251                  4.37187
-0.09587                 -1.27682                  3.29616
0.12331                 -1.19534                  3.87937
0.31303                 -1.62057                  5.75211
-0.22660                 -1.41837                  2.58136
-0.23516                 -0.93195                  5.85487
-0.14160                 -1.23129                  5.81979
-0.75690                 -0.97730                  4.63354
-0.58671                 -1.08728                  3.81015
-0.04068                 -0.23335                  3.38381
0.13803                 -0.72611                  2.76416
-0.09765                 -1.46377                  4.02467
0.19076                 -0.28217                  4.43735
-0.00839                 -1.04612                  3.01582
-0.66754                 -0.46041                  3.89972
-0.72543                 -0.17845                  3.22910
-0.48147                 -0.90541                  4.77782
-0.06258                 -0.40385                  4.68046
-0.49146                 -0.42768                  3.74833
-0.07275                 -1.18261                  4.16453
-0.02441                 -1.18701                  3.77898
-1.23525                 -1.68814                  4.79092
-0.79497                 -1.04552                  3.07061
-0.75268                 -0.78153                  5.46686
-0.60876                 -0.19002                  3.10879
-0.31183                 -0.62271                  2.20202
-0.68103                 -0.79838                  4.51706
-1.21319                 -0.44054                  5.10850
0.54077                 -1.77417                  3.15919
0.24641                 -0.87694                  3.05092
-0.04156                 -1.15671                  4.00713
0.39160                 -1.25825                  2.90730
0.47392                 -0.22097                  5.37525
0.63888                 -1.11671                  1.73976
0.49738                  0.03096                  0.83196
0.68852                 -0.31340                  2.80029
0.32355                 -0.97180                  2.60449
0.74015                 -0.93190                  1.36156
-0.11800                 -1.34645                  1.28696
0.04783                  0.16388                  1.88205
-0.28825                 -0.70257                  2.18897
-0.44948                 -0.66305                  3.18512
0.07307                  0.60226                  1.69497
-0.53635                  0.56105                  3.17899
0.03755                  0.26004                  3.28871
-0.42170                  0.77223                  3.35714
-0.41495                  0.01649                  2.31109
-0.84086                  1.06181                  3.12958
0.02045                  0.13461                  4.73504
0.18524                  0.00823                  4.77787
0.31049                 -0.01028                  2.18763
0.03017                 -1.11593                  4.82501
0.14497                 -0.96503                  3.76928
0.29783                 -1.47035                  4.44948
0.41554                 -0.28091                  2.44386
0.15464                 -0.98631                  2.84352
0.12428                 -1.93445                  1.35279
0.23379                 -1.33595                  2.41600
-0.07673                 -1.77206                  2.24816
0.44161                 -1.89672                  2.01532
-0.06436                 -0.79108                  1.87007
-0.35879                  0.04435                  3.92866
-0.99094                 -1.26196                  2.21721
-0.30213                 -0.18461                  3.04249
0.04564                  0.15205                  2.88658
-0.40884                 -0.40010                  2.34590
-0.20339                  0.36364                  4.33283
0.16127                  0.65959                  5.91062
-0.72691                  0.92341                  5.08659
0.13059                  0.74030                  6.49898
0.01542                  0.20968                  3.39191
-0.31951                  0.43407                  4.01039
0.87989                  1.19756                  3.74677
0.21817                 -0.50955                  1.06941
0.62818                  0.93748                  3.82206
0.71116                 -0.10252                  4.55293
0.34622                  0.42407                  2.94942
0.51076                 -0.52245                  5.92735
0.66535                  1.03486                  5.10361
0.44117                  0.03687                  4.05546
0.52438                  0.71073                  4.38961
0.36075                 -0.14744                  1.58271
1.07327                 -0.24511                  3.04058
0.28540                 -0.66335                  3.29397
0.82813                 -0.57106                  2.74124
-0.60234                 -0.11174                  4.88118
0.49429                 -0.30392                  3.04412
0.01362                 -0.53356                  3.94537
0.27731                 -1.21297                  2.70110
-0.20660                 -0.31619                  1.72564
0.85632                 -1.33740                  3.86827
0.32286                 -0.68991                  3.96713
0.57804                 -1.45772                  3.47098
1.36984                  0.20046                  5.24128
1.38279                 -0.86744                  2.40355
0.39711                 -0.75524                  4.75560
-0.19522                  0.65605                  5.75033
0.64787                 -0.17940                  1.65680
0.56693                 -0.58375                  4.29718
0.57561                  0.16958                  3.93124
-0.11585                  0.01072                  3.56232
-0.85233                 -0.65357                  2.74504
0.00511                 -0.91894                  4.66735
-0.05702                  0.26416                  3.68416
-0.61710                 -0.53254                  4.29955
-0.89435                  0.11292                  2.74887
0.09923                  1.57380                  4.17982
-0.20828                  1.72109                  5.52271
-0.66773                  1.05246                  3.89866
-0.10565                  0.04547                  3.72672
0.87561                  0.73497                  6.03716
0.21068                  0.66028                  4.64852
-0.02954                  0.43506                  1.94850
0.68177                 -0.24429                  1.23491
-0.18271                  0.90211                  3.90316
0.31026                  1.09911                  3.86127
-0.35726                  0.48424                  3.05978
0.67544                  1.43956                  4.89633
0.03295                  1.55804                  6.33330
0.85678                  0.42681                  5.68895
0.52238                  0.16112                  5.29527
0.58521                  0.79147                  6.10705
0.26206                  0.27088                  5.27069
0.11886                  0.07463                  2.89140
-0.05115                  0.23152                  3.62790
-0.37330                 -0.85241                  3.72706
-0.41001                  1.03818                  3.05896
-1.11858                 -0.95947                  4.16032
-1.03904                 -0.90184                  0.59854
-0.28488                  0.90605                  3.97388
0.93274                  1.64412                  7.54719
1.09071                  3.09565                 10.10367
1.25372                  0.05765                  5.85001
0.98663                  2.40453                  7.17812
0.82194                  1.55538                  4.53452
-0.22335                  0.54952                  3.69712
-0.57308                 -1.91558                  0.86850
-0.29331                 -1.36407                  0.00827
0.64683                 -2.77559                 -5.10648
0.60187                 -4.30715                 -5.50327
0.23945                 -3.43141                 -5.87225
0.40255                 -2.09375                 -2.21635
-0.17909                 -2.22141                 -1.36613
0.89563                 -2.18632                 -1.46497
1.08749                 -2.63673                 -0.36033
1.96410                 -1.73050                  0.37022
0.79149                  1.26430                  4.42795
1.87629                  0.99347                  4.72260
0.80031                  0.90975                  4.49973
1.70608                  2.10328                  7.88844
1.04825                  0.54732                  2.97303
1.31065                 -1.76101                 -2.52615
0.36978                 -0.34480                  0.17376
-0.16243                  0.64664                  1.87160
0.37835                 -0.89217                 -0.88535
0.97190                 -2.29458                 -2.40322
1.31785                 -0.12204                  1.20271
0.89165                 -0.27145                 -0.92818
1.39936                  1.00521                  1.48548
1.75266                  0.29718                  1.53498
0.94741                  0.50852                  4.88631
0.88742                 -1.15533                  1.32080
1.61940                 -0.20488                  1.36223
1.25805                 -2.71027                 -1.66849
1.52655                 -2.97530                 -4.62967
1.92973                  0.09281                  0.58285
1.08687                 -0.76732                 -1.45120
1.10177                  0.89789                  3.40826
0.31305                 -1.49359                  1.56363
0.34467                 -1.38670                 -0.40382
0.99725                 -1.85874                  2.37705
1.69429                 -2.73147                 -0.33186
-0.02370                 -0.31263                  1.15082
1.38553                 -0.94989                  1.81934
0.76646                 -0.48824                  3.84195
1.23159                 -2.92653                 -0.75833
0.17790                 -0.43865                  0.89718
0.97827                 -1.77958                 -0.42094
1.72397                 -1.23618                  0.31223
1.43460                 -0.37087                  0.32310
0.59570                 -0.79651                  1.57981
1.94018                 -0.66165                  1.93017
2.50623                 -0.86828                  2.07049
1.76416                  0.18082                  2.88797
0.67936                  0.27189                  0.32679
1.43466                 -0.13051                  1.11018
0.75130                 -0.31585                  3.68909
1.96496                 -0.06300                  3.14996
0.62816                  0.43325                  0.47175
-0.03166                  0.55198                  0.37937
0.84307                  1.06767                  0.52028
1.09601                 -0.56370                  2.30255
-0.48740                  0.06910                  0.54641
0.03212                  0.33973                  0.81289
1.46229                  0.46921                  2.89556
0.56501                  1.21418                  3.03514
0.53030                  0.04723                  0.72809
-0.23394                  0.38823                  2.63588
1.41207                 -0.14481                  6.28002
1.08270                  0.07883                  5.03633
0.25649                 -0.46095                  1.93057
0.74147                  1.26595                  4.08797
1.02905                  0.97285                  1.94376
1.37509                 -0.72552                  2.31395
-0.09082                 -1.00506                  0.47466
0.70064                 -0.75850                  4.02204
2.40587                 -0.65964                  4.16684
1.23433                 -0.30169                  2.80630
0.01747                  0.26550                  1.37721
-0.12930                  0.27756                 -0.62001
0.56695                  0.31408                  0.22660
1.75463                 -0.85500                  1.58032
0.14347                 -0.10339                 -0.44790
-0.22758                 -0.72095                  0.93066
1.80569                 -0.74690                  1.79863
2.01881                 -0.29337                  4.31823
1.78578                 -1.00729                  4.44008
1.05035                 -0.22348                  2.02997
1.75683                 -2.14530                  1.78011
1.05708                 -0.26937                 -0.05070
0.74400                 -0.66781                  2.78610
0.25204                 -0.91725                  3.16534
1.26060                 -0.62571                  2.93879
2.06396                 -0.37754                  3.63089
0.80086                 -0.48173                  1.10851
-0.13078                  0.41654                  0.24450
0.93412                  0.66387                  3.11592
1.44212                 -0.00259                  2.84946
0.69600                 -0.09726                  1.85191
0.97969                 -0.12886                  2.33637
2.28376                 -1.20210                  4.86934
0.70985                  0.43958                  3.98222
0.40689                 -0.33958                  4.69411
-0.10628                  0.39035                  1.32253
0.62162                  0.62032                  1.95378
0.46327                  0.69660                  1.74018
0.36244                 -0.25846                  0.59939
0.43206                 -0.45395                  2.39272
0.79997                 -0.00466                 -1.05296
0.62418                 -0.89890                  1.16319
0.22731                 -0.86966                  0.73389
1.15974                 -0.52985                  1.36167
1.26495                 -0.74421                  3.62200
0.76612                 -0.48155                  2.05406
1.02244                 -1.04808                  1.17400
0.37545                 -0.57038                  1.23297
-0.43564                 -0.43187                 -0.39456
0.27549                  0.25653                 -1.44848
1.39523                 -0.47947                  0.62941
0.55960                 -0.75719                  0.52233
0.35489                 -0.26269                  0.71411
1.92785                 -0.13063                 -1.65288
0.88972                 -0.27234                  0.07803
0.72686                  0.11935                 -0.98642
0.24780                 -0.72612                  0.48313
0.99680                 -1.31714                  0.51841
0.75542                 -0.09505                  0.96546
1.90929                  0.12428                 -2.47162
0.13354                 -0.44892                  0.24764
-0.49909                 -0.77309                  0.67454
1.41547                 -0.46776                 -0.29771
-0.55433                 -0.26143                  0.82146
0.93256                  0.07947                 -0.38181
0.95519                  0.32417                 -2.76758
0.48709                 -0.30789                 -0.66883
1.02264                  0.59101                 -0.03103
1.49850                 -0.27645                 -2.19182
0.29062                  0.90376                 -1.65958
0.71898                 -0.43110                 -0.33501
0.56668                  0.34905                  2.82129
1.24329                 -0.33411                 -0.83321
1.12452                  1.41781                  1.48723
0.76431                 -0.58519                 -0.53278
-0.07805                  1.59152                 -0.09733
1.01361                 -0.53421                 -1.56444
0.33745                 -0.43703                  3.15693
1.21568                 -0.40811                  1.71450
1.08561                  0.78159                 -0.28927
1.09069                 -0.83850                  0.53557
0.07571                 -0.08571                 -2.22208
-0.52587                  0.14297                  0.31061
1.45554                  0.89697                 -4.46481
-0.06802                  0.51855                 -1.86870
1.42972                  0.30292                 -0.03191
1.84090                  0.37460                  0.85209
1.41204                 -1.00868                  1.18602
1.83380                  0.63989                  0.65531
1.14189                 -0.30772                 -2.68515
-0.01325                  0.67354                 -3.54545
0.46019                 -0.42887                 -3.06246
1.22833                 -0.80736                  0.57086
0.94232                 -0.40841                 -2.64964
2.21339                  0.60325                 -1.16962
1.91602                  0.61212                 -0.29221
2.64931                 -0.87976                  1.78418
1.30832                 -0.14557                 -1.38343
1.59235                  0.38977                 -2.85715
0.92896                 -0.67231                  0.77379
0.84974                  0.15355                 -3.59293
0.79692                  0.61006                 -2.14942
2.26035                  0.27566                  0.72872
2.29154                  0.34313                 -0.83979
0.95590                 -0.33850                 -2.62681
1.46186                  0.00035                 -2.98738
0.54212                  0.90601                 -1.58961
0.24327                  0.54333                 -3.22521
0.40115                  0.48501                 -5.30787
1.76001                  0.18703                 -0.56017
2.16992                  0.98314                 -2.30300
2.15585                  1.23241                 -4.16203
3.29878                  0.91256                 -2.02638
0.94209                  0.69944                 -4.68865
-0.66682                  1.65535                 -5.12270
2.02016                  0.67864                 -3.34296
1.25216                  0.06417                 -1.15308
0.40374                 -0.10426                 -0.07854
2.32096                  0.62383                 -2.85421
0.47665                  0.74772                 -1.91931
1.36023                  2.10821                 -5.76924
1.49102                  0.16066                 -1.57990
0.34953                 -0.04922                 -1.59359
-0.19036                 -0.55153                  0.57224
1.43151                  1.07098                 -3.80268
0.81517                  0.68041                 -1.98292
0.31171                 -0.21372                 -4.36689
1.38357                  0.10465                 -1.83137
0.92222                 -0.25197                 -1.18295
0.63712                 -0.16458                 -0.56838
2.27704                  0.34531                 -3.93397
1.00728                 -0.00212                 -4.10555
0.05041                  0.24498                 -3.86758
0.43222                  0.01238                  0.20088
0.62129                  0.78008                 -1.14308
1.15298                  0.48316                 -2.45742
2.39385                  2.12344                 -3.08912
-0.42198                 -0.29806                  0.55414
0.32993                  0.18954                 -2.20943
1.28482                 -0.05695                 -2.53543
0.54930                  0.57877                 -0.12357
1.09461                  0.03775                 -2.48056
2.05377                  0.33095                 -2.33049
0.97685                 -0.00258                 -3.56971
-0.00695                 -0.01291                 -1.15528
0.09137                  0.11202                 -0.07539
0.95920                  1.36863                 -1.11329
0.09094                  0.63425                 -2.56812
0.42506                  0.87082                 -2.10376
0.91126                  0.84036                 -2.31204
1.14932                 -0.93134                 -0.50114
1.34185                  0.74990                 -3.74450
0.26659                  0.40013                 -1.78908
0.48426                 -0.12268                 -1.41336
-0.28299                  0.60794                 -3.46559
0.97279                  0.65600                 -2.44856
1.52588                  0.58469                 -0.80840
0.91042                  0.73806                 -1.73936
-0.41405                  0.02560                 -1.72867
0.88837                  0.06479                 -0.94763
1.00370                  1.46374                 -3.31760
0.83642                  1.02551                 -3.40034
0.90678                 -0.00927                 -0.52146
0.91082                 -0.97286                 -2.22392
1.29386                  1.28859                 -2.03383
1.10940                  0.94230                 -3.77825
1.39550                  1.13319                 -3.25939
0.82923                  0.75069                 -2.98027
0.92623                  0.42361                 -2.82673
1.31943                  1.29184                 -3.07251
1.30819                  1.24112                 -2.72371
1.50969                  0.97350                 -2.72964
0.50742                  0.32600                 -1.96650
1.23319                  0.44918                 -2.85188
0.91360                 -0.41301                 -3.18051
0.69805                  0.80965                 -4.92175
0.60702                  0.96622                 -2.43616
0.76220                  1.84164                 -2.45194
0.41452                  0.09408                 -0.44817
0.39825                  1.38751                 -1.02109
0.34256                  0.22003                 -3.88567
1.75107                  1.60328                 -1.21753
0.78734                  0.15113                 -3.09646
0.61484                  0.58937                 -0.18740
0.16914                 -0.20454                 -0.68544
0.48628                 -1.03246                 -2.84046
0.20862                 -1.30742                 -1.34051
-0.06248                 -0.66603                 -3.39110
0.29559                 -1.23129                 -3.82051
0.83886                 -0.73193                 -3.91216
0.88699                 -0.89509                 -2.14310
1.77783                  0.52091                 -2.29624
1.35607                  1.31721                 -0.78298
2.41075                  1.06476                 -3.99149
1.40054                  0.70191                 -0.03188
1.94366                  0.71101                 -0.66856
1.47853                 -0.18079                 -0.95445
0.86893                  0.80157                 -2.74658
1.96881                  0.48901                 -5.09516
1.44008                 -0.43530                  0.00306
0.44487                 -0.36938                 -1.27093
0.61663                 -0.47138                 -0.05177
0.67413                  0.66572                 -2.11333
0.58429                 -0.73340                 -2.42637
0.75733                 -0.24728                 -1.24250
0.37333                  0.66470                 -1.22532
0.19658                  0.28811                 -0.33741
0.48947                  0.10082                 -0.72925
0.75295                  0.84289                 -2.79366
0.64682                 -0.07009                 -1.93412
0.85647                  0.79192                 -1.15826
1.18531                  0.83188                  1.93184
1.22971                 -0.80672                 -2.77242
0.43638                  0.08868                  0.13365
1.33385                  0.37405                 -2.71867
1.76709                  0.04144                 -1.98466
1.18604                 -0.54697                 -0.87859
0.56435                  0.53333                 -2.05770
0.87028                 -0.13690                 -3.41082
0.94164                  0.52642                 -1.44548
1.17595                  0.67567                 -1.75667
0.59150                 -0.19574                 -2.61724
0.49247                  1.43313                  0.56214
1.97934                 -0.28975                 -0.18234
1.04710                  0.51164                 -0.74984
1.15213                  0.30186                 -1.73219
0.69629                  0.78155                 -0.50081
1.03519                  0.06622                 -0.32023
1.12502                 -0.56813                 -2.47768
0.95363                  0.65227                 -2.08164
1.42198                 -1.52343                 -3.63254
0.92442                 -0.44652                 -1.39244
1.35820                 -0.43121                 -3.76131
1.79615                 -0.87286                 -1.71412
1.57543                 -0.58627                 -3.94039
0.91400                  0.58027                  0.03747
0.82579                  0.67692                 -2.43939
0.61476                 -0.26748                 -1.87921
1.47409                 -0.31813                 -0.59426
0.85948                  0.41048                 -0.06468
0.53541                  0.04364                 -2.67408
-1.02320                 -0.61239                  0.53974
-0.28355                  0.20144                 -2.43683
0.61973                  0.70081                  0.87443
1.46620                  0.79746                  1.02266
0.42858                  1.61959                  3.31100
0.87676                  1.00124                 -0.46997
0.54790                  2.47226                 -2.31546
0.87663                  0.97308                 -2.37450
1.15789                  0.40705                 -1.77002
1.31482                  0.64670                 -2.05610
0.82598                 -0.26811                 -0.59442
1.82972                  0.15026                 -2.24015
1.09407                 -0.71193                 -4.07273
0.62073                 -1.30799                 -5.64890
1.25660                 -0.06188                 -1.38950
0.90111                 -0.69653                 -2.69457
0.42665                 -0.61006                 -4.18672
0.73399                 -0.75263                 -3.49113
0.30615                  1.11370                  0.69531
1.42361                 -1.75013                 -5.33456
0.56082                 -0.11696                 -0.81981
1.47626                  0.87585                 -0.89685
0.57642                  0.80790                 -2.91234
0.28374                 -0.06510                 -1.17001
0.93957                  0.17656                 -2.02891
0.23891                  0.57979                 -3.35068
0.16142                  1.24609                 -2.45003
1.03319                  0.63616                 -0.34378
0.96723                  0.27456                 -4.42480
0.58282                  0.98626                  1.07080
0.46520                  0.99193                 -0.87754
0.22293                  0.95888                 -2.02415
0.53595                  0.73496                  0.73154
-0.45478                  0.64482                  3.14898
-0.11497                 -0.35156                 -2.17766
-0.42172                  1.05137                 -1.19842
-0.30150                 -0.23747                  1.83081
-0.07080                 -0.14396                 -2.31248
0.11666                  0.58266                 -1.25056
0.72564                  0.43585                  1.40040
0.83900                  0.44591                 -2.44947
0.84893                 -0.89065                 -1.29768
0.90676                 -0.53772                  1.30732
-0.11557                 -1.71849                 -1.37962
0.67536                 -0.35286                 -2.66445
0.40462                 -0.16071                 -3.67378
0.23693                 -0.47901                 -1.40103
0.72378                 -0.70734                 -2.19332
-1.14261                  0.10074                  2.17794
-0.06497                  0.19194                  0.89595
0.32335                  0.80143                 -3.29457
0.47509                  1.51601                 -2.14877
0.91419                  1.69478                 -2.14632
0.09501                  0.71240                 -2.04302
0.35550                  0.16800                 -3.34510
-0.58787                  0.56664                 -6.92993
-0.65807                  0.13699                 -1.85317
0.36675                  0.70680                 -3.35083
-0.73237                  0.63633                  0.92393
-0.24176                 -0.62321                  0.61467
-0.31798                  0.21103                  0.39258
0.13198                 -0.54672                  2.92894
-0.20001                 -0.11100                 -1.17486
-1.05261                  0.86320                 -1.83575
-0.17755                  0.77736                  1.52450
0.08558                 -0.09069                 -1.66464
0.43994                 -0.08607                  0.19936
0.54357                 -0.40676                 -4.53461
-0.04339                 -0.15814                 -2.07279
0.22243                 -0.22772                 -3.80209
-0.23498                  0.17171                 -2.92120
0.78098                  0.69927                 -5.05705
-0.32067                  0.97098                 -3.93960
-0.00582                  0.23716                 -5.08498
-0.09630                 -0.00643                 -3.01085
-0.11811                  0.14005                 -1.94891
-1.03491                  0.23668                  0.85211
-0.07119                  0.11793                  1.78758
0.03238                  0.22010                  2.36482
0.06299                  0.85727                 -4.49909
-0.52077                  0.66330                 -3.02744
-0.87361                  1.21382                 -1.59118
-0.89975                  1.31019                  3.36046
-1.17831                  1.32512                 -2.02585
-1.18152                  0.85409                 -1.11575
-1.48893                  1.18154                 -5.31231
0.17057                  0.70611                 -3.78796
-0.13888                  1.48144                 -4.42946
-0.49626                  0.60076                 -1.43606
0.06769                 -0.06481                 -1.18376
0.14794                  0.79677                 -1.72985
-0.86097                  0.33615                 -0.19254
-1.88239                  0.48023                 -1.85831
-0.42156                  1.24304                 -5.02336
-0.39740                  1.41301                 -0.73431
-0.82354                  0.63425                  2.12523
-0.57077                 -0.34921                  0.90247
