>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> SPP >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
-0.88272                 -0.13184                 -1.54781
0.37874                  0.03489                 -1.57165
-0.08090                 -0.92036                 -3.80286
-0.15318                 -0.03733                 -2.18672
0.26920                  0.53120                 -3.18377
-1.72389                 -0.35814                 -3.90730
-0.31078                 -0.65248                 -2.44113
-0.32333                 -0.04202                 -2.51380
0.62869                 -0.06901                 -1.55523
-0.54415                 -0.01301                 -0.82769
1.12837                 -0.62243                 -2.23946
-0.56794                 -0.85507                 -1.29573
0.77159                 -0.21204                 -2.94807
-0.64623                 -1.25179                 -1.25252
-0.08593                 -0.45550                 -2.69975
-0.00651                  0.16748                 -0.20042
1.13523                 -1.34036                 -3.52189
0.74978                 -0.59697                  0.59063
0.67060                  0.19130                  0.16018
0.19153                 -0.20852                 -1.88193
0.34741                 -0.64913                  1.79317
0.35985                 -0.42616                 -1.70098
0.00158                 -0.08572                 -1.86523
-0.73170                  0.37700                 -1.10994
0.57771                 -0.08986                 -3.67856
0.32117                 -0.11223                 -2.60051
-0.36357                  0.67615                 -1.69537
0.02200                 -0.32258                 -2.04766
-0.91398                  0.50334                 -1.15523
-0.47864                  0.52040                 -0.90673
-0.03048                 -0.30143                 -2.49818
-0.56423                  0.13696                  0.70825
-0.94477                 -0.22557                 -2.15909
-1.43462                  0.80746                  0.05674
-0.92994                  0.38559                 -0.67979
-0.93676                  0.65086                  0.54380
-0.73320                 -0.28445                 -0.50736
-0.74892                  1.49339                  2.59949
0.44717                 -0.44606                 -3.94184
0.11595                  1.24184                  0.98122
-0.25188                  0.50686                 -0.47023
-0.29450                  0.56973                 -1.69541
-0.52331                  0.73350                  0.98448
0.27920                  0.79479                 -2.15548
0.33446                  0.26617                 -0.62412
1.01791                 -0.59198                 -1.51032
0.03412                  0.25091                 -1.72135
-0.33724                  0.72918                 -2.25171
-1.13684                  0.53550                  0.32355
-0.30655                  0.74376                 -1.78721
-0.06409                  0.74495                 -0.65818
-0.29151                  0.18210                 -0.62542
-1.25227                  0.07254                 -0.30303
-0.55139                  0.91453                 -0.19667
-1.23494                 -0.32877                 -0.86856
-0.48520                  0.89404                  0.17693
-0.51085                  0.64506                  0.95261
-0.79995                  1.02885                 -0.15011
0.17539                 -0.92917                 -1.90988
-0.06875                  0.38218                 -1.53738
0.53610                  0.56986                 -2.35560
-0.23552                  0.37917                 -0.89039
-0.43789                  0.20300                 -1.91169
0.86330                 -0.93817                 -0.75923
0.87050                 -0.17374                 -3.46535
-0.03024                  0.57564                 -1.29155
0.22196                  0.98557                 -1.66810
0.03523                  0.00064                 -3.03330
-0.38596                  0.32375                  0.87969
-0.83822                  1.37165                  0.03726
0.51401                  0.77281                 -2.26506
-0.48665                  0.96958                 -0.31618
0.87405                  0.47787                 -1.46243
-0.30471                 -0.71754                 -0.73840
-0.03973                  0.46247                  0.25112
-0.05971                  0.96372                  0.98000
-0.33269                  0.64412                 -1.64521
0.29926                  0.53186                 -3.81676
0.05297                 -0.30808                 -0.63497
-1.08929                  0.23322                 -0.65509
-0.80866                  0.89416                  0.65643
0.12800                  0.21788                 -1.49136
0.46490                  0.01598                 -2.40388
-0.13680                 -0.16682                 -1.07266
0.01019                 -1.04760                  1.69651
-1.02857                 -0.58129                  0.22600
-0.31156                  0.09414                 -1.11044
-0.11353                 -0.41049                 -0.71705
-1.56636                  1.62512                 -0.25784
-1.07066                  0.24499                 -0.05768
0.74096                  0.40117                 -2.50801
0.37814                  0.83515                 -3.15464
-0.50989                  0.75410                  0.29317
-1.03613                  0.88406                 -2.15784
-0.32302                  1.34623                 -1.29645
-0.32807                  0.80410                 -1.41217
-0.19152                 -0.28893                 -1.58315
0.16860                  0.69720                  0.49287
0.07786                  0.08607                 -0.42033
-0.46260                  0.12122                  0.56770
-0.27929                  0.79640                 -2.31608
0.32098                 -1.30530                  1.89062
0.35936                 -0.22155                 -4.28669
-0.04792                 -0.00415                 -2.60097
-0.71790                  0.55947                 -2.34299
-0.88126                  1.19146                 -2.32404
-0.93527                  1.45115                 -3.28334
-0.48465                  2.45195                  0.63574
-0.82403                  1.95978                  0.30824
-0.99182                  2.35281                 -2.51311
-1.39224                  2.32567                 -0.56061
-0.30904                  2.96554                 -2.53916
-0.69218                  1.44358                 -0.59360
-1.52058                  1.72800                 -2.05375
-0.43994                  1.64610                 -2.39299
-1.60122                  1.01826                 -2.79229
-0.53916                  1.51386                 -0.35545
-0.38978                  0.91436                 -1.43659
-0.87547                  1.08959                 -2.35111
-0.55053                 -0.43726                 -0.76957
0.26882                  0.09810                 -1.13487
0.17988                  0.28845                  0.48076
1.05936                  1.38284                 -0.37389
0.19138                  0.80158                 -0.29735
-0.25378                  1.16019                 -0.23832
-0.63986                  1.60250                  0.34484
-0.03510                  0.64423                 -0.53162
-0.27674                  2.94291                 -0.62656
-0.68091                  2.70619                 -4.34471
-0.68125                  1.90341                 -0.78176
-0.01860                  0.84074                  1.68442
-1.17820                  1.83244                 -1.44325
-0.54347                  1.62598                 -1.17483
-0.66399                  0.55441                 -0.60087
0.12916                  1.15149                  0.55304
-0.73408                  1.07064                  1.77317
-0.74839                 -0.01276                  1.24651
-0.27599                  0.43859                  1.93512
-1.05730                  0.09307                  0.34539
-1.08246                  0.44862                  0.83010
0.07610                 -0.00917                  1.66249
-0.17257                 -0.56658                  1.76371
-0.66936                 -0.08136                  1.57741
-0.09202                  0.39560                  1.55630
0.40939                  0.89037                 -0.48817
-0.00160                  0.14002                  1.42269
-0.02456                  0.35366                  0.58071
-0.40603                  1.03393                  0.34782
-0.31016                  0.06984                  0.92085
0.53639                  0.53254                  0.14743
0.23553                  1.15866                  0.08109
0.23218                  0.95802                  1.12477
0.00699                 -0.07476                  1.56361
0.69992                 -0.04147                  0.90533
0.67915                  1.20230                 -0.76065
0.09911                  1.54762                 -0.58326
-0.31083                  1.09006                 -0.38674
-0.88726                 -0.00125                  1.41108
-0.42434                  0.82880                  0.01719
-1.23116                  1.37476                 -1.05151
0.20818                  0.97743                  0.74823
0.12385                  0.66979                  0.15770
-1.87623                  0.08240                  0.33748
-0.12200                  1.07217                  0.49912
-1.15413                  0.28221                  1.44530
-0.85151                 -0.14098                  2.33683
0.13089                  0.42005                  0.45363
-0.62045                  1.25068                  2.21559
-0.63165                  0.57136                  0.19289
0.13372                 -0.23531                 -0.98389
-1.49837                  0.61157                  0.37552
-0.18192                  0.98894                  0.40859
-1.53972                  0.47563                 -1.25630
-0.92296                 -0.35437                  1.41712
-0.47563                  0.93034                 -1.08325
-0.12622                  0.26067                 -2.12519
-0.86669                  0.57075                  1.82722
-0.79400                  1.64224                 -0.04131
-0.34371                  0.63494                  0.53109
-0.63725                 -0.11800                  2.21332
0.67266                  0.40362                  0.74221
-0.22231                  1.05297                  1.96575
-0.84368                  0.09823                  0.72125
-0.35544                  0.68572                  2.26145
-0.07209                  0.40725                  1.87480
-0.05388                  0.20336                  0.71413
0.17947                  0.65929                 -0.36488
-0.32510                  0.23535                  0.80608
-0.40784                  0.69220                  1.81106
-0.02827                  0.95393                  0.22535
-0.50864                  1.00741                 -0.45741
-0.91855                  1.05991                 -0.57493
0.03324                  1.06081                  0.21258
-1.15450                  0.91268                  2.77147
0.20442                  1.14097                  1.18018
-0.63456                  0.76142                 -0.51498
-0.26895                  0.60447                  0.22478
0.92856                  1.01215                 -0.85353
-0.51968                  0.82991                 -1.49013
-0.55246                  0.77751                  0.28558
0.00565                  0.15319                  3.55419
0.19985                 -0.08904                  1.43580
-0.17847                  0.90265                  2.68065
-0.47150                  0.95376                 -0.78121
0.08518                  0.17242                  1.43997
-0.49430                  0.68392                  2.24456
0.44226                  0.90222                 -0.24091
-0.22055                  1.34799                 -1.18904
0.50501                 -0.00294                  2.02133
-0.12274                  0.73233                  0.88294
-0.52044                  0.78517                  1.46243
0.10571                  0.68892                  2.32015
0.01410                  1.57893                  0.78949
-1.36640                  1.22022                 -1.64049
-0.17438                  0.79856                 -1.67912
0.43051                  0.76729                 -0.61980
-0.25446                  0.11427                 -0.59693
0.38281                  0.07891                 -2.77976
-0.57335                  0.81258                  1.03169
0.98762                  1.01581                 -0.87703
-0.88562                  0.26207                 -0.83166
-0.03716                  0.58318                 -1.07090
0.11173                  1.04483                 -1.92861
-1.71817                  0.94682                 -1.55577
-0.84536                  0.72464                  0.26800
1.25744                  1.31544                  0.43255
-0.56683                  0.78331                  1.40832
-0.55156                  0.61016                  0.20664
0.87409                  0.48929                  0.76501
-0.63214                  1.01245                  0.96933
-0.21747                  0.58281                 -0.55791
-0.38539                  0.20124                 -0.83843
-0.34849                  0.45470                  0.98053
0.28575                  0.33817                 -1.14471
0.45786                 -0.61183                  2.98342
-0.68558                  0.59299                  0.47085
0.18100                  0.10250                 -1.61833
-0.44920                  0.74251                 -0.32924
-0.54407                  0.77464                 -1.76935
-0.98810                  0.21918                 -1.40530
-1.49219                 -0.40406                 -1.71430
-0.30079                 -0.64246                 -0.28706
-0.74349                  1.28291                  0.73490
-0.81776                  0.65964                 -0.33733
-0.06780                  1.24064                  3.93317
-1.02780                  1.54905                  0.98995
-0.81448                 -0.04425                 -3.74993
-0.50410                  0.24139                  1.10514
-0.40570                 -0.49773                 -0.80917
-1.05657                  0.40478                  2.23467
0.01043                  0.17992                 -0.40203
-0.36001                  0.33663                 -0.83573
0.64555                  0.06107                  0.50348
-1.12794                 -0.48162                 -2.24402
-1.06938                  0.17006                 -1.50638
-0.25377                  1.16185                  0.28618
-0.67848                  0.81545                  1.76380
-1.08697                  0.95329                 -2.19372
-1.21896                 -0.22707                  1.43717
-1.13122                  0.28222                 -0.94171
-0.58291                  0.15798                  1.41096
-0.87835                  0.15822                 -0.36490
-1.35466                  0.89837                  1.01631
0.83389                  0.50923                 -0.41095
0.24677                  0.79317                  1.33855
-0.40815                 -0.37133                 -0.26320
0.07688                  0.86462                  2.51450
-0.19354                  0.26743                  0.05004
-0.72382                  0.34900                 -2.88853
-1.64598                  1.30742                  0.11583
0.04629                  0.75637                 -0.37606
-1.91653                  0.44936                 -1.81746
-0.50252                  1.02504                 -0.55758
-1.94693                 -0.74746                 -2.23879
-0.88354                 -0.06959                 -2.87284
0.06904                 -0.58356                 -1.70428
-0.42206                 -0.29831                 -2.62124
-0.79873                  0.17801                  2.08342
-1.22510                  0.56144                  0.99559
-0.80082                  0.91950                  0.70728
-0.01092                  0.98296                  2.89714
-0.22292                 -0.92438                  1.31775
-0.43637                 -0.18511                 -3.78476
-0.31118                 -0.16563                 -1.17075
-1.19547                 -1.21060                 -1.91513
-0.32633                  0.36119                 -0.35354
0.02714                  0.93828                  1.85257
-0.46049                  0.02253                 -2.25635
-1.10596                 -1.19659                 -4.66390
-0.73081                 -1.88024                 -4.46323
-0.40061                 -1.09742                 -3.45995
-0.54180                  0.89967                 -1.00553
-0.23680                  0.17739                 -0.77889
-0.78216                 -1.44135                 -0.79144
0.18826                 -0.93671                 -3.59795
-0.96820                 -1.29254                 -2.00949
0.17003                 -1.18451                 -2.62187
0.28973                  0.79206                  1.70867
-0.80370                 -1.78426                 -1.22617
-1.04036                 -0.84036                 -1.25466
-0.81291                 -0.95915                 -2.00716
-0.60895                 -0.97404                  0.02947
-1.11062                 -1.56083                 -3.48054
-0.87013                 -1.49513                 -1.81835
-0.64789                 -0.61980                 -1.45558
-0.04812                 -1.54285                 -4.66804
-0.31621                 -1.23352                 -2.82622
0.88603                 -0.44209                 -2.45505
-1.03835                 -0.06783                  0.77936
-1.46714                 -0.84343                 -1.51810
-1.19991                 -0.67574                  0.96108
0.38433                 -1.63250                 -3.14260
-0.42608                 -1.13283                 -4.94504
-1.13911                 -0.38376                 -3.80051
0.33541                 -0.88267                 -2.27507
-0.26457                 -0.11379                 -2.17137
0.91426                 -0.90944                 -2.64460
0.04380                 -1.57829                 -4.07911
-0.90037                 -1.23177                 -1.22785
0.15670                 -1.34944                 -4.24917
-1.52240                 -2.31167                 -3.19981
-0.52215                 -0.72305                 -0.41697
-0.92985                  0.42904                  0.66810
0.14395                 -0.80880                 -3.18272
-0.93058                 -0.18513                 -0.05235
0.49001                 -0.67420                 -2.89498
-0.04835                 -0.83715                 -1.27291
0.79982                  0.34723                 -1.76754
-0.44165                 -0.12786                  2.90958
-0.51007                 -1.25731                 -1.35119
-1.69995                 -1.86644                  2.50940
-0.43145                 -0.83250                 -0.21692
-0.80878                 -0.37204                 -1.57853
-0.56795                 -1.43950                 -1.47866
-1.34600                 -1.41878                 -0.06592
-1.32110                 -0.86108                 -1.10649
0.01124                 -1.60231                 -2.24449
-1.39897                 -0.18645                  1.89798
-0.17089                 -0.93684                 -1.07296
-1.26878                 -1.80853                 -1.31671
-0.80795                 -1.27318                 -3.62246
0.67004                 -2.98961                 -5.46885
-0.26443                 -1.33330                  1.61345
-0.85931                 -0.63438                 -1.97500
-1.05108                 -0.54597                 -0.80565
-1.45374                 -0.35117                  1.59889
-0.81626                 -0.33950                  2.79228
-0.45672                 -1.08930                 -1.75650
-1.25734                 -0.99696                 -0.59369
-1.13665                 -1.95474                  0.01286
-0.72758                 -1.34318                 -0.17819
-0.99127                 -1.55816                 -2.45235
-0.38253                 -2.06534                 -0.77921
-0.67756                 -1.38059                 -0.95713
-0.88165                 -1.10153                 -2.36414
0.61546                 -1.42251                 -3.90901
-0.94083                 -2.14871                 -0.88041
-0.37165                 -1.48191                 -1.34572
-1.82148                 -0.51686                  3.58166
-1.27570                 -0.86300                  3.33265
-0.51352                 -1.16736                 -2.27784
-1.11652                  0.33428                  3.73343
-0.47991                 -0.14613                 -0.35354
-0.48874                 -0.13440                  0.12956
-0.84552                 -0.41649                  0.88384
-0.09927                 -1.95380                 -3.55544
0.50568                 -3.00349                 -3.18916
-0.41993                 -2.26620                 -3.39351
0.46642                 -2.47266                 -5.51502
0.81519                 -1.74650                 -6.04743
-1.07280                 -1.25807                 -1.82041
-0.63167                 -1.70905                 -3.46080
0.36917                 -1.04729                 -3.62083
-0.90149                 -1.26779                 -1.73489
0.11481                 -1.98924                 -7.05373
0.19982                 -1.05104                 -3.98830
-0.51351                 -0.59621                 -2.85169
-0.53242                 -3.03265                 -2.85715
-0.93536                 -1.74689                 -1.36410
-0.64557                 -1.32331                  1.15826
-0.01665                 -2.30384                 -1.37269
-1.55725                  0.49202                  4.11424
-1.02162                 -0.43328                 -2.02586
0.14612                 -0.08999                  0.55325
-0.71824                 -1.70537                 -1.68238
-0.57189                 -0.78421                 -3.13608
-0.94567                 -1.50305                 -1.18308
-1.46229                 -1.16589                 -0.51059
-0.62845                 -1.61769                 -2.92658
-1.24845                 -0.82443                 -0.57498
-0.77534                 -2.31252                 -2.27235
0.06496                 -2.02044                 -4.87942
-0.71823                 -1.18966                  0.00159
-0.51163                 -1.22838                 -3.24942
-0.29039                 -1.56899                 -2.59033
-1.66407                 -0.09567                 -0.52660
-0.66244                 -0.82069                 -0.62752
-0.99928                  0.26017                  2.73749
-0.57633                 -0.94657                 -2.14708
-0.29165                 -1.30838                 -0.16913
-0.15850                 -2.36814                 -1.24011
-0.09084                 -1.64761                 -1.35980
-0.13852                 -1.34910                 -0.20629
-0.86332                 -0.72636                  0.21185
-0.89802                 -0.54284                  1.11000
0.04010                 -1.87561                 -1.50870
-0.14649                 -1.23428                 -3.02711
-0.34432                 -1.69359                 -1.00758
-0.41195                 -2.38311                 -1.11998
0.31472                 -1.79574                 -3.69013
-0.96930                 -2.39742                 -1.76130
-1.13273                  0.49447                  1.38916
0.02563                 -1.38135                 -3.78800
-1.99207                 -0.94561                  1.33994
-1.39046                 -0.65827                  0.54832
-1.47979                 -1.24838                  0.04513
-0.69832                 -0.59330                  0.20983
-1.26326                 -1.74986                 -1.04760
-1.60510                 -0.02370                 -0.44164
-1.11180                 -1.51020                 -0.46339
-1.28063                 -1.85207                 -3.18562
-1.19238                 -1.59256                  1.35842
-0.79762                 -0.42976                 -1.22909
-0.80788                 -0.67103                 -2.41242
-1.46890                 -1.71379                 -0.77617
-0.21709                 -1.66970                 -1.55343
-0.62270                 -1.49964                  1.53348
-0.24288                 -0.84250                 -0.56554
-1.08260                 -1.26693                  0.11537
-1.31540                 -0.38555                  2.54264
-1.82644                 -0.15959                  0.54408
-1.15322                 -1.25922                 -0.03657
-1.20521                 -1.58718                 -2.10128
-0.64788                 -0.97776                 -1.62529
-1.53018                 -1.05318                 -1.71548
-0.56455                 -1.60532                 -1.19260
-1.60434                 -1.23296                 -0.48402
-0.94083                 -1.44856                 -2.31820
-1.39455                 -0.68335                 -1.62337
-0.89235                 -1.94980                 -0.96703
-0.30661                 -1.83632                 -1.38748
0.04043                 -1.71337                 -2.07409
-1.07872                 -1.96436                 -0.76969
-1.67975                 -0.95914                  0.59125
-0.89629                 -1.73650                  0.41560
-0.71422                 -0.64494                  3.97670
-0.92220                 -1.80214                  3.04132
-1.53180                 -0.70748                  2.10670
-2.01018                 -1.44617                 -0.03528
-1.78564                 -0.34806                 -0.97596
-1.63233                 -1.06907                  0.34086
-1.57620                 -1.85348                  1.81240
-0.70374                 -0.54200                 -2.83132
-1.94818                 -1.12034                  0.41294
-2.15981                 -0.55943                 -0.03215
-1.82996                 -0.45006                  0.35690
-1.18764                 -0.47882                  0.99675
-0.88960                 -0.62822                 -0.59106
-1.52536                 -1.31327                  4.32095
-0.66699                 -0.19218                 -0.50129
-0.99280                 -1.29373                 -0.40000
-1.28313                 -0.38500                 -1.91177
-1.28398                 -1.52364                 -1.62480
-1.14600                 -1.37618                 -1.67341
-1.27642                 -0.60210                 -0.27230
-0.70221                 -1.14949                  0.18272
-1.59787                 -0.99903                 -0.68727
-0.80699                 -0.59020                  0.49539
-1.02346                 -1.43862                  1.79986
-0.54314                 -1.46423                 -1.59723
-0.87289                 -0.91334                  0.90164
-0.89212                 -0.82996                  1.97448
-1.60068                 -0.90399                 -0.32867
-0.67204                 -2.49242                  1.39335
-0.83449                 -2.14207                  1.17578
-0.97499                 -0.49633                 -1.52256
-1.21871                 -1.21116                  0.01655
-1.44994                 -0.68214                 -0.78334
-1.11118                 -0.51632                  0.44937
-1.57910                 -0.99556                 -0.86536
-1.11958                 -0.48548                 -0.70032
-0.75992                 -0.22333                  0.07320
-0.36096                 -0.94913                 -1.03070
-1.23027                 -1.43283                  2.09781
-0.68055                 -0.38691                 -1.84492
-0.91634                 -1.20761                 -0.28743
-0.13648                 -1.69419                  0.47293
-0.28121                 -1.17866                  1.73391
-0.32133                 -1.54162                  1.88893
-0.55245                 -2.45086                  3.07493
-1.47964                  0.19697                 -1.69365
-0.42829                  0.22808                 -1.17825
-1.08253                 -1.05658                  0.54796
-1.68085                 -0.10525                 -2.66304
-1.37066                  0.66867                  0.74005
-0.90239                 -0.95012                  3.28191
-0.65074                 -0.83959                  2.58895
0.07811                 -2.31550                  2.68701
-1.12760                 -1.66517                  1.86808
-0.07049                 -1.62902                  3.39570
-0.23904                 -0.91185                 -0.76787
-0.41160                 -2.37773                  5.02847
-0.50809                 -0.25593                  1.07545
-0.86408                 -0.87414                  2.39699
-0.38592                 -1.77020                  4.13154
-0.57317                 -1.79446                  1.23099
-0.74945                 -1.18863                  0.41177
-0.77416                 -1.69727                  1.98864
-0.18301                 -1.19485                  2.05131
0.28449                 -2.86487                  4.95849
-0.32597                 -0.59514                 -0.98627
-0.74053                 -1.93469                  4.42587
-0.80761                 -1.29275                  0.24544
-0.87606                 -0.74035                  0.31777
-0.23481                 -0.55881                  3.39772
-0.48543                 -1.51272                  4.31622
-0.88068                 -1.54709                  3.12341
-0.94570                 -0.46069                 -0.88004
-0.45349                 -1.20816                  2.52292
-0.67162                 -2.19059                  5.39135
-0.00250                 -2.02575                  4.30222
-0.89328                 -1.98165                  3.95746
-0.63623                 -1.52925                  2.76392
-0.08037                 -1.15223                  3.65774
-0.36234                 -0.98221                  1.61727
-0.84135                 -0.44773                  1.99222
-0.89596                 -1.35654                  3.96737
-1.07172                 -1.78622                  5.67055
-1.19327                 -1.45997                  3.28314
-0.61413                 -1.51632                  5.68164
-0.94039                 -1.20656                  5.85919
0.16478                 -0.48533                  1.21393
-1.39678                 -0.66534                  1.75321
-0.23133                 -1.28746                  2.61066
-0.44784                 -0.90052                  2.48244
-0.51349                 -1.34777                  1.77231
-0.42456                 -0.60070                  2.26745
-0.58082                 -2.43268                  6.86137
-0.18827                 -2.05821                  6.39420
-0.48700                 -0.70110                  2.59556
0.38424                 -1.83880                  4.77500
0.24789                 -2.30927                  4.85254
0.01205                 -1.68125                  1.14065
-0.50801                 -0.33650                  3.05703
-0.29475                 -1.32775                  2.28507
-0.79320                 -1.25157                  2.09697
0.32128                 -1.78227                  3.27835
-0.10659                 -1.44298                  2.86427
0.37765                 -2.03382                  4.29432
-0.33552                 -1.16886                  1.25119
0.72073                 -1.33058                  4.38241
-0.34574                 -0.45260                 -0.89745
0.96986                 -2.66785                  6.76688
0.72015                 -0.96974                  4.73962
0.15034                 -1.18209                  1.97467
-0.53276                 -1.19226                  3.36349
0.52138                 -1.69095                  1.13607
-0.81443                 -1.66664                  2.49449
0.44585                 -1.21320                  4.02737
-0.20977                 -1.50046                  1.77829
-0.73761                 -0.89760                  1.95361
0.52427                 -1.55784                  2.11361
0.15769                 -1.95831                  3.91162
0.12692                 -1.98495                  4.74693
0.37751                 -0.41045                  3.17270
0.35947                 -1.34372                  3.83595
0.73785                 -1.01040                  3.13124
0.40237                 -1.52567                  5.19828
0.61092                 -0.73847                  1.75281
0.54281                 -0.40755                  1.94712
0.61591                 -1.38883                  3.83300
0.40007                 -0.59155                  2.10050
0.37233                 -0.74704                  1.03102
0.17756                 -1.52098                  4.69089
-0.46718                 -1.03173                  1.98616
0.99514                 -0.74877                  3.05877
-0.69141                 -1.52840                  1.63088
0.08295                 -0.47428                  3.48198
0.47955                 -1.88889                  3.09354
0.22305                 -1.03885                  1.35281
0.51484                 -1.25327                  2.20518
0.30731                 -1.61398                  1.21616
0.08596                 -1.60629                  4.91283
0.51561                  0.02302                  3.54632
0.45699                 -2.11630                  3.49313
0.40048                 -0.44670                  2.09560
0.26775                 -0.34587                  2.70808
0.26373                 -1.22879                  5.79449
0.58388                 -0.76651                  2.93759
-0.45953                 -0.52653                 -0.25846
0.03637                 -0.88527                  3.76364
1.21081                 -2.02611                  4.48739
0.03816                 -2.10660                  4.25380
0.37057                 -1.75575                  2.98435
0.71005                 -1.78224                  3.04800
0.88825                 -1.03950                  4.29979
0.08268                 -1.25341                  1.41450
-1.08501                 -1.34825                  2.96323
0.09736                  0.62953                  3.04472
-0.05629                 -2.03718                  2.21204
0.02279                 -0.76456                  1.51615
-0.45332                 -1.43127                  2.14543
0.35837                 -1.22831                  1.98161
0.44676                 -0.90358                  2.38212
0.26762                 -2.66130                  2.69229
0.43357                 -1.98732                  5.64617
0.63772                 -1.60686                  1.88550
0.17932                 -2.76569                  4.00838
0.82430                 -0.80269                  2.33516
0.10393                 -1.74762                  1.18172
-0.13034                 -1.88149                  1.45526
-0.64499                  0.88945                  1.57240
0.06636                 -0.60789                  1.92473
-0.67793                 -0.93921                  1.87492
0.48289                 -0.89189                  2.74583
-0.27297                 -1.11032                  1.45704
0.45172                 -0.77258                  2.01797
0.57397                 -0.53376                  2.04464
0.34193                 -0.66880                  2.67256
0.83381                 -0.30055                  2.13465
0.21707                 -1.53666                  4.01244
0.37451                 -0.41695                  2.95046
0.16846                 -0.30837                  1.13669
0.04974                 -1.73199                  4.27427
0.88781                 -0.49661                  2.17590
1.62002                 -1.72633                  5.34341
0.71518                 -0.91149                  2.59696
0.38041                 -0.14380                  2.21288
0.30783                 -0.15105                  3.70815
0.24401                 -0.11529                  2.95490
0.36162                 -0.96881                  4.80075
0.43405                 -0.70223                  2.22966
0.29722                 -2.08987                  4.55881
0.26883                 -1.40182                  1.57946
0.62278                 -1.21002                  2.22143
0.01785                 -0.24039                  3.27313
0.52747                  0.00059                  0.46167
0.78707                 -1.17755                  2.68404
0.30006                 -0.76844                  2.58463
0.32221                 -0.44707                  3.68185
0.97515                 -1.72451                  1.12516
0.29669                 -0.82426                  2.46289
1.54351                 -0.16787                  3.59753
0.35719                 -0.83660                  1.01276
0.65880                 -0.64669                  0.74956
-0.18171                  0.87051                  1.19837
0.05584                  0.98157                  1.26744
-0.03899                 -0.10336                  2.22664
-0.03729                 -0.11272                  1.62823
0.25495                 -0.03156                  1.18352
-0.20111                 -0.27537                  1.98004
1.02122                  1.06208                  3.15184
0.91609                 -0.66187                  3.04773
0.67900                 -0.52537                  0.65954
0.15357                 -0.95456                  2.23982
0.66766                 -0.30613                  4.67138
-0.72018                  1.13007                  2.37601
0.80905                 -0.16423                  6.30637
0.68641                 -0.11609                  1.94606
0.60781                  0.50450                  2.51998
0.71673                 -1.46253                 -0.19459
-0.41703                 -0.86628                  0.31363
1.16699                 -1.42094                  2.72626
-0.05782                 -1.77591                  1.83193
0.46584                 -0.80256                  2.78146
0.37243                 -2.34903                  2.10541
1.07616                 -1.20492                  3.77138
0.70928                 -1.33869                  1.91558
0.64378                 -0.22382                  3.16749
0.20050                 -1.61315                  2.65763
0.58143                 -1.71903                  3.48154
0.57494                 -0.73341                  2.84786
0.25973                 -1.57981                  1.18382
0.86120                 -1.53039                  0.67074
